136.608|136.665|147.354|38.962|229.141|274.141|143.622|147.775|143.926|51.985|68.629|68.676|51.683|53.188|54.737|56.864|52.956|50.195|49.831|236.471|168.768|284.511|183.556|187.472|161.709|44.863|270.391|270.156|290.122|192.015|190.53|190.665|163.883|58.828|56.322|131.972|76.595|191.779|62.73|202.151|192.833|193.204|194.812|193.954|357.651|368.686|69.015|399.515|401.464|254.076|297.426|266.796|62.337|59.383|252.451|132.908|156.404|192.736|193.351|53.471|
161.465|146.416|147.194|237.574|154.336|37.411|161.259|162.53|162.686|231.457|239.473|247.895|234.156|232.639|223.245|926.597|239.429|227.886|264.378|398.762|170.572|427.934|364.745|378.902|376.159|239.33|380.002|293.023|420.955|194.853|188.495|188.059|147.566|289.44|233.59|144.533|252.017|175.914|245.563|204.832|183.973|201.632|234.05|378.639|370.423|450.994|254.313|400.385|461.916|344.88|378.35|399.15|220.132|224.342|91.28|161.093|158.901|180.912|214.791|257.614|
118.507|117.703|132.587|20.525|208.474|238.475|122.006|127.144|127.324|35.746|36.749|46.6|43.401|45.337|34.152|31.552|29.926|34.36|26.947|212.22|148.134|213.131|175.69|159.957|139.115|39.315|274.746|274.709|260.902|173.852|170.792|170.243|144.187|34.216|33.816|115.064|49.207|169.609|47.228|186.867|160.792|175.031|177.567|184.77|287.456|301.441|47.178|316.294|319.025|271.979|292.039|251.714|37.273|37.821|240.535|114.636|145.121|144.142|174.51|49.242|
196.032|193.557|181.87|249.732|362.97|420.235|244.431|183.4|187.4|244.251|258.237|263.846|254.193|255.37|245.074|257.719|246.242|245.75|246.04|123.181|167.152|166.827|124.923|158.731|152.736|253.532|164.18|164.246|134.791|133.123|184.246|184.294|258.732|247.737|245.331|251.195|265.751|145.865|259.353|200.488|209.365|141.941|143.386|92.025|193.654|193.619|262.8|1.103|1.056|141.742|140.746|148.005|245.974|245.19|514.575|389.069|365.706|354.869|341.636|375.447|
301.59|303.735|296.82|334.494|376.641|424.99|301.38|290.072|290.892|327.717|342.317|349.5|352.376|323.492|324.48|344.203|329.819|328.479|331.779|294.624|281.522|329.95|323.413|348.174|322.858|328.148|255.531|251.992|250.383|245.64|295.816|296.427|305.51|339.765|335.396|305.397|351.802|257.755|370.071|244.708|257.647|247.517|246.524|158.373|368.538|370.23|349.827|88.959|88.29|215.426|303.829|315.164|369.24|374.245|417.939|254.226|173.614|191.266|170.433|236.148|
313.774|311.6|306.558|367.105|386.246|421.049|309.938|298.556|298.641|345.881|373.613|370.968|371.169|341.02|346.299|357.905|348.991|360.463|350.273|315.572|290.019|262.424|342.761|359.902|343.376|344.012|267.553|272.783|276.269|255.877|306.144|306.116|314.708|357.243|355.103|313.599|380.187|268.091|394.116|254.545|267.224|256.9|255.454|189.553|390.537|303.406|372.279|97.85|97.846|310.375|311.437|251.084|350.562|349.67|424.751|306.665|284.42|275.93|254.15|255.788|
241.994|241.273|231.279|205.11|365.472|376.593|244.758|229.345|233.301|198.767|212.593|217.372|210.22|210.972|200.306|212.391|202.93|199.011|198.368|77.605|213.132|120.585|79.769|116.087|104.992|210.262|118.672|118.674|119.366|179.147|228.076|228.892|257.18|202.486|200.691|251.673|221.363|189.508|216.876|200.244|207.599|187.947|188.081|46.587|148.18|148.214|218.301|49.741|48.213|97.879|99.458|104.736|201.368|201.818|371.371|242.877|209.972|210.431|211.674|199.065|
289.936|281.336|285.006|304.335|366.526|413.927|290.102|277.521|278.763|310.568|314.47|323.616|295.637|294.821|310.309|322.601|311.757|312.766|301.514|283.659|268.839|319.823|314.277|313.432|299.79|290.684|218.657|227.405|217.281|222.204|267.636|267.614|293.359|308.39|304.354|291.785|323.021|247.259|359.192|235.656|247.408|234.683|164.672|140.586|254.335|354.73|328.03|89.378|88.601|268.812|270.144|203.673|303.123|303.985|434.665|257.597|180.91|186.585|181.776|234.363|
124.477|123.711|129.263|21.346|224.05|243.688|126.119|135.422|142.709|46.898|60.949|51.789|59.011|46.294|44.244|34.575|33.882|48.666|46.357|216.887|155.028|251.944|195.796|194.648|194.737|57.195|253.636|250.88|250.056|174.673|172.53|172.526|143.322|50.3|46.567|112.262|54.387|183.859|55.654|185.264|169.654|185.915|186.644|178.105|278.976|278.677|50.244|263.412|265.649|226.571|260.608|236.273|46.177|46.425|249.771|135.416|142.018|162.525|178.975|50.964|
89.087|85.32|101.258|17.601|181.731|207.094|89.282|97.597|92.919|4.481|10.899|21.116|22.142|22.079|10.883|14.336|2.97|4.604|8.488|204.033|114.59|191.518|176.247|135.391|124.702|15.118|239.515|247.56|264.965|144.14|139.135|139.195|115.529|1.107|0.0|80.76|17.597|136.346|23.967|151.58|124.727|143.696|142.093|176.355|265.747|279.486|21.233|286.933|303.626|245.526|248.676|216.363|5.158|5.747|248.511|131.844|164.816|165.163|194.177|60.661|
100.775|97.712|105.543|5.704|195.936|223.609|106.231|108.644|116.423|7.14|15.777|23.35|19.054|18.106|18.776|8.145|9.067|3.484|8.521|198.558|121.46|212.099|157.433|144.159|125.958|15.189|255.469|244.569|248.189|155.587|144.897|151.345|115.346|10.227|11.783|95.858|27.629|150.022|20.776|173.87|160.471|162.163|171.416|174.502|275.244|276.005|23.759|304.829|292.789|263.036|264.021|238.933|17.903|17.213|320.413|192.813|210.232|224.35|243.308|32.705|
121.301|122.033|115.357|221.194|67.378|31.471|137.937|141.475|140.667|205.023|213.906|226.556|212.49|214.626|201.386|219.26|212.177|207.836|208.351|342.543|128.29|379.661|345.621|344.887|345.736|214.957|352.42|354.502|352.416|172.105|155.278|154.39|103.239|202.773|206.229|122.633|230.008|151.424|226.058|174.645|157.617|181.011|171.057|347.293|416.687|412.809|228.942|371.207|371.631|344.214|345.753|361.036|196.429|203.583|31.725|146.36|152.698|164.523|194.799|204.561|
24.718|26.403|35.391|113.594|128.314|160.76|9.619|20.945|19.357|107.905|102.419|110.672|113.385|113.089|103.222|107.218|102.125|106.11|102.216|274.409|46.943|258.651|226.109|227.512|205.94|113.994|260.086|260.135|271.121|73.603|66.803|66.707|48.425|98.975|99.08|19.708|109.155|63.456|120.88|70.964|53.301|67.332|75.323|276.825|347.967|333.439|110.818|280.609|280.626|274.183|263.258|271.024|98.631|99.83|150.199|4.671|38.392|38.938|60.081|118.415|
18.866|18.631|34.95|102.643|170.301|150.555|11.994|23.464|21.377|108.612|106.888|117.736|109.251|111.056|105.086|105.808|105.999|106.236|105.657|240.603|46.164|280.437|242.838|247.518|249.564|113.522|245.464|246.413|253.344|73.693|69.277|66.795|47.426|103.82|104.01|15.364|120.587|67.991|113.152|83.686|54.348|79.121|76.209|233.531|316.719|318.568|115.555|280.683|280.761|256.682|256.47|266.03|104.03|106.159|143.147|11.758|45.682|54.212|69.366|124.086|
71.767|71.743|67.189|161.939|154.441|185.603|61.558|52.942|52.977|150.164|158.529|168.312|153.084|153.366|142.622|160.454|149.266|153.036|152.661|155.271|55.949|226.251|247.852|262.388|250.252|159.442|124.899|124.822|124.625|27.995|72.578|72.416|79.132|146.046|144.081|69.141|166.988|38.762|165.818|3.859|19.592|18.254|18.683|187.771|185.8|185.834|166.413|197.624|197.436|152.674|152.691|209.972|135.91|135.725|198.566|65.751|53.559|35.327|3.513|161.223|
96.87|98.952|113.962|9.014|191.64|237.909|100.8|111.863|106.671|8.326|20.853|28.382|12.11|11.389|17.058|18.63|11.381|5.187|9.0|184.229|127.281|211.044|169.439|183.258|163.534|0.0|224.892|234.056|242.52|152.04|149.937|149.433|123.541|14.737|14.612|94.049|26.596|148.55|23.681|165.672|139.265|162.051|164.048|143.529|269.252|244.221|31.945|305.7|308.508|195.911|206.126|208.389|19.701|19.627|229.866|113.503|141.746|144.264|172.745|61.1|
129.613|128.87|120.573|241.061|106.272|69.65|143.457|144.323|144.397|225.65|237.274|246.917|223.849|220.534|275.59|261.185|229.611|220.362|244.069|343.648|135.33|403.159|408.175|437.492|432.063|244.79|302.561|302.796|301.769|163.592|158.36|158.432|106.292|249.985|222.643|133.81|248.8|153.078|267.035|181.294|175.08|169.939|170.363|373.833|376.28|378.968|250.689|393.218|386.3|383.84|387.595|396.261|215.63|214.36|66.55|129.2|111.658|180.489|165.667|236.644|
73.949|73.699|73.548|172.896|188.356|155.734|100.849|102.082|96.591|161.588|168.075|176.139|174.157|178.827|154.721|174.243|176.07|163.222|173.928|268.484|78.573|374.054|316.006|329.836|320.323|178.808|298.186|298.143|301.586|117.946|127.541|128.947|49.867|164.375|167.357|80.92|171.415|117.433|181.199|129.871|114.787|117.276|118.595|311.407|418.038|423.585|176.219|359.492|354.877|346.539|346.344|355.211|161.577|164.424|227.673|94.856|83.955|100.806|138.335|180.114|
94.032|89.85|107.907|27.298|181.578|217.327|100.136|107.653|107.596|25.266|38.084|46.981|17.14|16.923|27.431|31.074|25.085|23.19|16.379|275.35|121.566|297.691|166.483|200.919|202.689|16.491|243.603|258.171|297.511|147.134|144.68|138.349|119.275|21.458|20.699|89.514|38.142|141.39|37.934|168.59|135.533|158.759|160.71|148.563|338.736|302.709|49.736|359.833|341.333|257.196|289.006|302.189|15.716|15.408|224.505|117.225|135.927|147.565|155.151|109.214|
104.333|107.188|119.506|12.967|202.432|234.516|110.362|117.657|117.771|15.417|21.232|29.609|27.409|26.449|24.426|14.037|14.832|15.891|11.599|204.426|132.493|215.338|141.215|138.533|121.009|19.902|262.444|252.002|265.762|159.919|157.431|157.791|131.391|18.645|20.372|105.604|32.565|156.037|30.551|178.007|149.762|170.231|176.555|176.18|278.346|288.991|28.761|314.419|314.475|266.085|278.336|236.758|23.629|22.204|224.551|108.596|132.202|137.99|161.322|10.194|
134.153|137.458|143.587|47.393|205.988|247.058|132.449|140.431|139.947|42.956|53.862|60.557|61.874|58.515|52.445|49.527|46.56|45.909|43.57|228.352|158.167|241.389|176.986|160.592|156.907|51.239|270.675|270.759|281.706|188.163|181.958|181.354|153.727|49.839|57.486|125.581|67.879|178.762|57.585|201.671|172.011|206.882|198.887|196.698|306.228|305.821|61.348|347.941|346.286|288.108|290.187|265.42|55.494|55.848|219.928|107.989|119.824|133.801|153.453|51.499|
