0|260.815|55.587|275.878|273.198|287.917|227.934|256.13|60.639|58.415|55.558|234.493|139.882|131.603|205.269|57.141|258.675|211.055|101.147|71.676|53.549|56.674|67.504|79.679|63.264|79.575|51.049|53.326|83.148|32.05|211.48|58.222|82.507|285.726|67.535|106.741|156.648|99.307|45.055|287.353|288.33|73.127|56.562|69.457|63.855|41.55|213.65|298.845|52.484|67.36|298.652|60.138|72.478|30.116|72.243|70.53|181.664|64.134|55.64|227.692|34.624|305.979|161.287|67.43|161.828|129.126|130.943|133.825|143.165|190.548|191.628|201.982|141.733|149.989|137.583|192.173|187.23|159.869|193.066|157.889|224.606|218.437|
317.0|0|251.611|428.0|395.375|392.016|475.0|402.754|263.691|233.546|273.524|30.645|240.0|230.852|192.307|244.137|322.622|259.899|324.569|246.365|233.872|254.294|245.021|281.792|279.702|315.0|232.767|285.932|343.535|298.59|383.255|286.47|286.607|425.778|220.087|299.074|391.173|265.439|282.618|347.958|313.516|298.127|225.365|359.0|284.774|271.426|166.061|450.0|261.261|332.0|406.604|268.073|226.631|314.312|249.398|239.794|378.856|233.22|341.0|507.0|311.86|387.658|319.092|234.163|162.519|154.95|211.409|158.129|169.929|183.086|192.678|205.864|154.699|141.243|218.0|242.207|249.0|195.524|229.81|201.213|502.0|417.985|
71.501|277.306|0|282.666|275.276|295.845|234.263|264.798|48.275|45.431|66.048|241.053|128.204|127.377|223.645|44.986|253.445|201.658|93.621|40.031|39.905|47.04|58.668|67.63|70.455|68.911|48.448|57.161|122.54|56.48|221.318|36.722|32.508|279.981|60.961|100.605|182.075|87.446|51.466|294.162|312.986|62.626|47.642|84.034|52.241|77.499|183.429|183.068|46.604|66.399|302.896|63.078|73.816|62.784|57.318|68.66|189.633|42.829|28.598|220.364|73.903|277.855|163.0|51.007|156.326|122.875|129.836|125.311|140.981|186.875|164.786|186.73|151.465|147.004|134.856|189.207|177.544|154.442|173.825|150.788|227.975|238.824|
261.214|346.023|254.84|0|10.193|15.126|46.42|19.432|274.148|247.091|268.101|371.82|188.256|279.58|205.914|244.08|373.868|247.527|312.924|247.339|242.327|293.794|256.181|270.203|313.681|322.814|253.635|230.32|334.6|268.268|122.204|261.73|284.595|104.463|255.484|298.978|148.593|282.662|242.837|99.093|146.829|267.756|253.185|276.382|295.663|267.593|281.487|100.456|252.739|263.306|28.77|260.983|249.354|266.621|259.702|262.151|92.21|272.982|300.654|118.624|276.394|217.995|368.054|253.441|169.489|221.549|200.647|194.397|245.195|133.649|166.493|191.367|184.645|286.697|243.906|173.684|178.417|261.955|155.111|180.933|141.271|369.161|
258.312|363.632|242.725|9.003|0|23.524|37.444|8.619|263.183|240.238|259.954|383.083|204.477|278.341|204.269|235.833|412.98|292.672|320.888|238.336|234.687|292.998|245.01|252.843|314.492|330.838|244.112|232.643|336.844|260.117|113.81|251.961|272.976|95.547|245.696|289.179|144.148|272.062|232.437|107.618|148.011|259.37|247.509|267.187|291.33|286.807|287.82|90.01|239.731|250.131|37.288|248.367|241.359|255.661|251.116|249.434|83.019|278.703|300.032|108.188|268.444|227.594|286.804|242.087|172.617|230.055|209.268|202.863|245.922|141.984|174.834|171.442|205.147|286.143|204.394|240.136|245.388|264.185|156.531|186.129|129.867|364.757|
287.495|362.027|267.284|14.394|24.096|0|60.266|33.323|286.6|263.901|283.451|384.828|253.224|293.582|219.437|260.035|403.845|318.398|331.554|262.425|257.751|335.838|267.208|275.508|324.633|297.133|267.663|259.775|343.554|281.951|136.104|274.148|295.16|118.415|267.279|318.643|163.354|295.18|256.871|113.009|163.077|281.566|269.329|290.385|306.84|281.578|295.93|113.253|262.848|275.604|42.58|276.181|263.164|319.164|275.017|274.579|106.035|266.177|314.45|132.654|289.374|245.122|302.481|264.518|195.851|235.348|228.346|208.209|259.234|147.435|197.45|176.869|210.449|300.414|212.092|191.017|196.924|329.25|167.05|197.246|154.825|382.955|
227.567|406.337|205.143|43.732|34.477|58.254|0|27.008|224.495|199.25|218.445|364.259|231.435|262.462|205.606|192.686|369.363|291.868|322.651|200.68|192.783|274.787|208.068|225.731|290.789|274.893|205.584|181.285|332.437|221.325|74.117|215.069|233.285|56.402|206.253|250.162|98.656|234.785|196.333|111.083|115.128|219.453|208.919|228.342|293.002|217.932|276.843|52.229|203.723|213.724|66.74|206.651|202.6|219.899|210.245|212.607|259.0|226.418|280.561|69.107|226.849|258.528|285.474|205.239|212.703|249.368|243.969|237.543|242.798|176.668|209.668|219.445|226.461|268.524|239.269|215.765|226.216|259.642|198.33|220.86|93.205|368.42|
246.154|364.305|239.485|21.836|12.676|36.504|32.263|0|257.947|233.465|255.594|372.06|209.769|282.948|208.801|232.522|377.029|294.829|322.457|233.926|228.732|298.007|239.898|257.268|312.559|308.246|241.346|215.445|334.441|254.752|107.307|244.526|270.35|88.765|241.442|284.95|627.903|268.482|226.894|120.602|140.425|255.266|237.763|263.093|308.433|249.806|289.055|86.467|237.382|246.505|44.965|252.147|235.768|250.224|246.445|244.321|76.415|238.64|303.731|104.683|263.444|240.073|291.175|237.105|188.253|243.733|222.293|215.877|249.043|154.994|188.025|212.107|204.127|291.46|247.109|194.498|199.895|266.983|176.619|202.783|123.976|388.173|
54.727|273.887|23.52|278.837|265.821|286.721|222.117|251.339|0|47.4|62.54|229.221|119.189|120.769|156.917|40.489|239.54|187.04|88.962|49.915|36.105|44.51|57.959|53.768|56.697|52.718|44.742|46.051|68.968|40.108|201.327|20.454|50.383|209.618|54.204|111.193|176.879|75.774|37.084|244.009|300.15|37.22|46.944|48.542|42.702|14.933|171.284|167.802|49.823|60.058|294.154|42.682|64.767|50.718|35.089|49.154|185.849|21.086|23.707|199.883|47.594|259.257|153.297|53.76|153.961|124.65|130.372|113.396|128.318|176.081|159.337|184.455|140.98|131.065|128.055|177.671|168.814|139.031|170.037|141.483|214.863|216.951|
40.335|218.56|12.186|244.235|237.489|256.042|195.963|226.735|36.935|0|27.117|191.087|82.746|83.473|134.385|6.262|203.975|157.554|58.316|24.704|1.038|13.907|14.616|21.048|27.172|26.083|8.7|10.864|77.026|47.696|183.998|20.225|35.483|162.028|14.77|70.284|135.545|45.865|10.062|255.413|265.314|28.923|8.699|25.638|38.217|39.118|138.296|149.388|1.348|22.478|265.292|19.544|30.23|24.393|18.473|25.546|150.761|15.608|12.071|156.411|38.481|188.847|55.817|3.05|108.732|75.29|86.198|67.025|98.32|138.327|122.635|153.686|103.129|98.366|85.871|144.302|128.447|104.046|132.763|105.405|195.839|167.592|
35.801|284.904|33.336|264.777|255.746|277.761|216.271|245.867|52.622|28.034|0|226.966|113.941|121.137|184.421|27.425|237.226|180.145|79.021|28.608|22.056|32.256|41.125|60.4|52.895|49.966|30.339|36.605|77.7|8.218|212.425|41.642|18.871|268.876|45.988|86.855|167.642|77.4|31.389|263.466|293.627|43.178|30.826|45.438|23.644|0.0|176.578|258.6|29.899|49.011|284.867|45.509|64.494|3.27|39.616|51.067|172.911|9.174|33.251|187.171|46.984|216.538|69.564|33.373|136.481|108.449|114.463|104.529|128.545|174.081|151.499|176.161|132.327|134.044|115.59|177.616|162.767|133.599|149.788|134.865|301.536|192.369|
221.313|27.9|213.089|372.07|384.027|385.698|370.841|371.436|224.472|196.861|232.294|0|142.563|136.834|185.314|209.38|48.309|148.53|239.515|215.573|195.653|214.826|201.895|224.476|211.661|217.746|197.042|218.125|259.203|247.736|325.797|207.57|250.088|353.307|192.078|254.508|312.882|238.987|208.436|287.201|321.895|216.295|199.501|216.682|235.379|222.538|163.94|344.171|190.031|219.892|392.833|228.36|218.247|231.725|212.714|212.863|337.449|205.222|213.968|376.432|232.675|311.329|253.943|194.905|136.063|127.281|136.851|115.429|137.04|190.043|154.84|176.53|123.219|107.706|125.701|188.327|156.045|141.993|160.855|147.02|352.052|350.688|
130.497|183.079|100.086|188.125|205.297|253.714|233.82|206.941|111.087|88.108|118.35|142.656|0|7.528|64.739|99.659|144.293|96.663|139.688|115.533|92.254|99.077|99.421|106.165|97.186|115.375|88.094|97.527|157.287|128.26|210.895|107.312|148.838|244.968|86.813|148.248|203.601|126.264|106.84|168.035|188.806|116.622|101.919|115.998|119.172|124.295|76.07|222.631|91.866|112.199|216.19|106.649|107.247|116.549|110.611|109.184|227.785|110.672|100.12|224.662|141.552|190.536|141.611|81.785|35.722|15.433|2.669|20.04|13.254|57.303|36.645|66.81|35.252|47.789|24.477|56.388|64.698|17.37|43.286|25.179|252.825|241.446|
117.365|178.046|100.393|277.094|279.455|292.52|261.856|278.894|112.663|92.027|116.728|133.127|5.419|0|70.258|95.507|140.372|83.513|142.405|108.877|92.552|94.094|107.168|97.934|98.893|106.883|89.106|98.058|164.935|123.557|223.458|106.93|129.582|248.286|79.27|165.904|205.695|128.122|120.536|187.214|195.452|105.24|93.692|107.298|118.109|133.571|82.256|211.758|79.627|114.07|270.486|107.824|101.655|139.307|109.532|109.476|230.735|110.704|113.319|229.776|122.912|205.763|129.62|81.375|38.397|11.866|12.813|15.658|18.482|74.669|41.475|72.081|34.659|43.833|25.678|59.053|56.634|21.952|45.503|35.399|243.204|257.612|
