21:59:19.011297 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 1, length 64
21:59:19.528167 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 2, length 64
21:59:20.011346 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 2, length 64
21:59:20.528176 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 3, length 64
21:59:21.011341 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 3, length 64
21:59:21.528120 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 4, length 64
21:59:22.017749 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 4, length 64
21:59:22.528237 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 5, length 64
21:59:23.017536 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 5, length 64
21:59:23.528303 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 6, length 64
21:59:24.011710 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 6, length 64
21:59:24.528461 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 7, length 64
21:59:25.011237 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 7, length 64
21:59:25.528975 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 8, length 64
21:59:26.013217 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 8, length 64
21:59:26.528967 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 9, length 64
21:59:27.011627 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 9, length 64
21:59:27.529361 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 10, length 64
21:59:28.012675 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 10, length 64
21:59:28.529430 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 11, length 64
21:59:29.012704 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 11, length 64
21:59:29.529447 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 12, length 64
21:59:30.012165 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 12, length 64
21:59:30.529931 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 13, length 64
21:59:31.013014 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 13, length 64
21:59:31.529712 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 14, length 64
21:59:32.012775 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 14, length 64
21:59:32.529549 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 15, length 64
21:59:33.011903 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 15, length 64
21:59:33.529653 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 16, length 64
21:59:34.012218 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 16, length 64
21:59:34.529957 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 17, length 64
21:59:35.012492 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 17, length 64
21:59:35.530231 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 18, length 64
21:59:36.012740 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 18, length 64
21:59:36.530493 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 19, length 64
21:59:37.013987 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 19, length 64
21:59:37.530720 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 20, length 64
21:59:38.013419 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 20, length 64
21:59:38.531136 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 21, length 64
21:59:39.020005 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 21, length 64
21:59:39.530775 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 22, length 64
21:59:40.013715 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 22, length 64
21:59:40.530455 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 23, length 64
21:59:41.013096 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 23, length 64
21:59:41.530836 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 24, length 64
21:59:42.013594 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 24, length 64
21:59:42.531353 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 25, length 64
21:59:43.014243 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 25, length 64
21:59:43.531001 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 26, length 64
21:59:44.013557 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 26, length 64
21:59:44.531238 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 27, length 64
21:59:45.014004 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 27, length 64
21:59:45.531708 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 28, length 64
21:59:46.014232 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 28, length 64
21:59:46.531954 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 29, length 64
21:59:47.014583 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 29, length 64
21:59:47.532166 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 30, length 64
21:59:48.015886 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 30, length 64
21:59:48.532643 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 31, length 64
21:59:49.015512 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 31, length 64
21:59:49.532266 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 32, length 64
21:59:50.014579 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 32, length 64
21:59:50.532347 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 33, length 64
21:59:51.014835 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 33, length 64
21:59:51.532550 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 34, length 64
21:59:52.015222 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 34, length 64
21:59:52.532934 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 35, length 64
21:59:53.015481 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 35, length 64
21:59:53.533244 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 36, length 64
21:59:54.015884 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 36, length 64
21:59:54.533646 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 37, length 64
21:59:55.017518 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 37, length 64
21:59:55.533267 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 38, length 64
21:59:56.020937 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 38, length 64
21:59:56.533694 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 39, length 64
21:59:57.016223 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 39, length 64
21:59:57.533990 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 40, length 64
21:59:58.017038 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 40, length 64
21:59:58.533787 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 41, length 64
21:59:59.017619 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 41, length 64
21:59:59.534369 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 42, length 64
22:00:00.017317 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 42, length 64
22:00:00.534077 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 43, length 64
22:00:01.028505 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 43, length 64
22:00:01.534234 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 44, length 64
22:00:02.017127 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 44, length 64
22:00:02.533869 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 45, length 64
22:00:03.016550 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 45, length 64
22:00:03.534287 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 46, length 64
22:00:04.016755 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 46, length 64
22:00:04.534523 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 47, length 64
22:00:05.017379 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 47, length 64
22:00:05.534093 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 48, length 64
22:00:06.017340 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 48, length 64
22:00:06.534017 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 49, length 64
22:00:07.020505 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 49, length 64
22:00:07.534219 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 50, length 64
22:00:08.016895 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 50, length 64
22:00:08.534646 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 51, length 64
22:00:09.017534 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 51, length 64
22:00:09.534247 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 52, length 64
22:00:10.019953 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 52, length 64
22:00:10.534742 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 53, length 64
22:00:11.023345 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 53, length 64
22:00:11.535102 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 54, length 64
22:00:12.017822 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 54, length 64
22:00:12.535586 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 55, length 64
22:00:13.027241 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 55, length 64
22:00:13.535994 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 56, length 64
22:00:14.018354 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 56, length 64
22:00:14.536128 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 57, length 64
22:00:15.018915 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 57, length 64
22:00:15.536671 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 58, length 64
22:00:16.019320 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 58, length 64
22:00:16.537079 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 59, length 64
22:00:17.021242 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 59, length 64
22:00:17.536987 IP 10.8.0.5 > 103.137.14.147: ICMP echo request, id 875, seq 60, length 64
22:00:18.020196 IP 103.137.14.147 > 10.8.0.5: ICMP echo reply, id 875, seq 60, length 64
