12:31:39.741074 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 3, length 64
12:31:40.023949 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 3, length 64
12:31:40.740922 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 4, length 64
12:31:41.023974 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 4, length 64
12:31:41.740936 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 5, length 64
12:31:42.023874 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 5, length 64
12:31:42.740831 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 6, length 64
12:31:43.023801 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 6, length 64
12:31:43.740750 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 7, length 64
12:31:44.023625 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 7, length 64
12:31:44.740572 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 8, length 64
12:31:45.034086 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 8, length 64
12:31:45.741054 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 9, length 64
12:31:46.024208 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 9, length 64
12:31:46.741161 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 10, length 64
12:31:47.023836 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 10, length 64
12:31:47.741789 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 11, length 64
12:31:48.027049 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 11, length 64
12:31:48.741922 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 12, length 64
12:31:49.033452 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 12, length 64
12:31:49.742403 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 13, length 64
12:31:50.025561 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 13, length 64
12:31:50.742504 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 14, length 64
12:31:51.025047 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 14, length 64
12:31:51.743005 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 15, length 64
12:31:52.025887 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 15, length 64
12:31:52.742801 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 16, length 64
12:31:53.025956 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 16, length 64
12:31:53.742199 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 17, length 64
12:31:54.025322 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 17, length 64
12:31:54.742268 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 18, length 64
12:31:55.031536 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 18, length 64
12:31:55.742200 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 19, length 64
12:31:56.025017 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 19, length 64
12:31:56.742966 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 20, length 64
12:31:57.025816 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 20, length 64
12:31:57.742773 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 21, length 64
12:31:58.025602 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 21, length 64
12:31:58.743549 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 22, length 64
12:31:59.026642 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 22, length 64
12:31:59.743588 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 23, length 64
12:32:00.026449 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 23, length 64
12:32:00.743410 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 24, length 64
12:32:01.026538 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 24, length 64
12:32:01.743488 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 25, length 64
12:32:02.026410 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 25, length 64
12:32:02.743350 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 26, length 64
12:32:03.026288 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 26, length 64
12:32:03.743240 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 27, length 64
12:32:04.026133 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 27, length 64
12:32:04.743075 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 28, length 64
12:32:05.030683 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 28, length 64
12:32:05.743627 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 29, length 64
12:32:06.027280 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 29, length 64
12:32:06.744225 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 30, length 64
12:32:07.027421 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 30, length 64
12:32:07.744365 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 31, length 64
12:32:08.027733 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 31, length 64
12:32:08.744673 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 32, length 64
12:32:09.027387 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 32, length 64
12:32:09.745341 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 33, length 64
12:32:10.028388 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 33, length 64
12:32:10.745362 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 34, length 64
12:32:11.028586 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 34, length 64
12:32:11.745535 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 35, length 64
12:32:12.030431 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 35, length 64
12:32:12.745384 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 36, length 64
12:32:13.028381 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 36, length 64
12:32:13.745328 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 37, length 64
12:32:14.032040 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 37, length 64
12:32:14.745985 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 38, length 64
12:32:15.028670 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 38, length 64
12:32:15.746617 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 39, length 64
12:32:16.029434 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 39, length 64
12:32:16.747379 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 40, length 64
12:32:17.030298 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 40, length 64
12:32:17.747246 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 41, length 64
12:32:18.030159 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 41, length 64
12:32:18.747119 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 42, length 64
12:32:19.029922 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 42, length 64
12:32:19.747882 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 43, length 64
12:32:20.030875 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 43, length 64
12:32:20.747821 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 44, length 64
12:32:21.031011 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 44, length 64
12:32:21.747957 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 45, length 64
12:32:22.031548 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 45, length 64
12:32:22.748488 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 46, length 64
12:32:23.031649 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 46, length 64
12:32:23.748596 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 47, length 64
12:32:24.031598 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 47, length 64
12:32:24.748546 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 48, length 64
12:32:25.031423 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 48, length 64
12:32:25.748363 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 49, length 64
12:32:26.031495 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 49, length 64
12:32:26.748449 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 50, length 64
12:32:27.031432 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 50, length 64
12:32:27.748389 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 51, length 64
12:32:28.031884 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 51, length 64
12:32:28.748840 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 52, length 64
12:32:29.033312 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 52, length 64
12:32:29.749255 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 53, length 64
12:32:30.036174 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 53, length 64
12:32:30.749125 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 54, length 64
12:32:31.033539 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 54, length 64
12:32:31.749454 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 55, length 64
12:32:32.032118 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 55, length 64
12:32:32.750059 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 56, length 64
12:32:33.032918 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 56, length 64
12:32:33.749869 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 57, length 64
12:32:34.033139 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 57, length 64
12:32:34.750092 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 58, length 64
12:32:35.032814 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 58, length 64
12:32:35.750205 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 59, length 64
12:32:36.033028 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 59, length 64
12:32:36.750985 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 60, length 64
12:32:37.043404 IP 85.10.51.63 > 10.8.2.5: ICMP echo reply, id 1825, seq 60, length 64
12:32:37.751336 IP 10.8.2.5 > 85.10.51.63: ICMP echo request, id 1825, seq 61, length 64
