20:18:33.663625 IP 45.35.93.146 > 10.8.2.2: ICMP echo reply, id 1322, seq 1, length 64
20:18:35.478205 IP 10.8.2.2 > 45.35.93.146: ICMP echo request, id 1322, seq 2, length 64
20:18:35.919491 IP 45.35.93.146 > 10.8.2.2: ICMP echo reply, id 1322, seq 2, length 64
20:18:36.479291 IP 10.8.2.2 > 45.35.93.146: ICMP echo request, id 1322, seq 3, length 64
20:18:36.929343 IP 45.35.93.146 > 10.8.2.2: ICMP echo reply, id 1322, seq 3, length 64
20:18:37.480132 IP 10.8.2.2 > 45.35.93.146: ICMP echo request, id 1322, seq 4, length 64
20:18:37.983341 IP 45.35.93.146 > 10.8.2.2: ICMP echo reply, id 1322, seq 4, length 64
20:18:38.481078 IP 10.8.2.2 > 45.35.93.146: ICMP echo request, id 1322, seq 5, length 64
20:18:38.952543 IP 45.35.93.146 > 10.8.2.2: ICMP echo reply, id 1322, seq 5, length 64
20:18:39.482319 IP 10.8.2.2 > 45.35.93.146: ICMP echo request, id 1322, seq 6, length 64
20:18:39.932306 IP 45.35.93.146 > 10.8.2.2: ICMP echo reply, id 1322, seq 6, length 64
20:18:40.483100 IP 10.8.2.2 > 45.35.93.146: ICMP echo request, id 1322, seq 7, length 64
20:18:40.948504 IP 45.35.93.146 > 10.8.2.2: ICMP echo reply, id 1322, seq 7, length 64
20:18:41.484267 IP 10.8.2.2 > 45.35.93.146: ICMP echo request, id 1322, seq 8, length 64
20:18:41.987962 IP 45.35.93.146 > 10.8.2.2: ICMP echo reply, id 1322, seq 8, length 64
20:18:42.485695 IP 10.8.2.2 > 45.35.93.146: ICMP echo request, id 1322, seq 9, length 64
20:18:42.988004 IP 45.35.93.146 > 10.8.2.2: ICMP echo reply, id 1322, seq 9, length 64
20:18:43.486726 IP 10.8.2.2 > 45.35.93.146: ICMP echo request, id 1322, seq 10, length 64
20:18:43.972796 IP 45.35.93.146 > 10.8.2.2: ICMP echo reply, id 1322, seq 10, length 64
20:18:44.487499 IP 10.8.2.2 > 45.35.93.146: ICMP echo request, id 1322, seq 11, length 64
20:18:44.950057 IP 45.35.93.146 > 10.8.2.2: ICMP echo reply, id 1322, seq 11, length 64
20:18:45.488836 IP 10.8.2.2 > 45.35.93.146: ICMP echo request, id 1322, seq 12, length 64
20:18:45.976547 IP 45.35.93.146 > 10.8.2.2: ICMP echo reply, id 1322, seq 12, length 64
20:18:46.490299 IP 10.8.2.2 > 45.35.93.146: ICMP echo request, id 1322, seq 13, length 64
20:18:46.931939 IP 45.35.93.146 > 10.8.2.2: ICMP echo reply, id 1322, seq 13, length 64
20:18:47.491732 IP 10.8.2.2 > 45.35.93.146: ICMP echo request, id 1322, seq 14, length 64
20:18:47.983217 IP 45.35.93.146 > 10.8.2.2: ICMP echo reply, id 1322, seq 14, length 64
20:18:48.492966 IP 10.8.2.2 > 45.35.93.146: ICMP echo request, id 1322, seq 15, length 64
20:18:48.971534 IP 45.35.93.146 > 10.8.2.2: ICMP echo reply, id 1322, seq 15, length 64
20:18:49.494290 IP 10.8.2.2 > 45.35.93.146: ICMP echo request, id 1322, seq 16, length 64
20:18:49.937806 IP 45.35.93.146 > 10.8.2.2: ICMP echo reply, id 1322, seq 16, length 64
20:18:50.495603 IP 10.8.2.2 > 45.35.93.146: ICMP echo request, id 1322, seq 17, length 64
20:18:51.515251 IP 10.8.2.2 > 45.35.93.146: ICMP echo request, id 1322, seq 18, length 64
20:18:51.959759 IP 45.35.93.146 > 10.8.2.2: ICMP echo reply, id 1322, seq 18, length 64
20:18:52.516554 IP 10.8.2.2 > 45.35.93.146: ICMP echo request, id 1322, seq 19, length 64
20:18:52.963023 IP 45.35.93.146 > 10.8.2.2: ICMP echo reply, id 1322, seq 19, length 64
20:18:53.517832 IP 10.8.2.2 > 45.35.93.146: ICMP echo request, id 1322, seq 20, length 64
20:18:54.523263 IP 10.8.2.2 > 45.35.93.146: ICMP echo request, id 1322, seq 21, length 64
20:18:55.021553 IP 45.35.93.146 > 10.8.2.2: ICMP echo reply, id 1322, seq 21, length 64
20:18:55.523259 IP 10.8.2.2 > 45.35.93.146: ICMP echo request, id 1322, seq 22, length 64
20:18:55.986095 IP 45.35.93.146 > 10.8.2.2: ICMP echo reply, id 1322, seq 22, length 64
20:18:56.523864 IP 10.8.2.2 > 45.35.93.146: ICMP echo request, id 1322, seq 23, length 64
20:18:57.004537 IP 45.35.93.146 > 10.8.2.2: ICMP echo reply, id 1322, seq 23, length 64
20:18:57.524286 IP 10.8.2.2 > 45.35.93.146: ICMP echo request, id 1322, seq 24, length 64
20:18:58.002566 IP 45.35.93.146 > 10.8.2.2: ICMP echo reply, id 1322, seq 24, length 64
20:18:58.524285 IP 10.8.2.2 > 45.35.93.146: ICMP echo request, id 1322, seq 25, length 64
20:18:59.001817 IP 45.35.93.146 > 10.8.2.2: ICMP echo reply, id 1322, seq 25, length 64
20:18:59.524570 IP 10.8.2.2 > 45.35.93.146: ICMP echo request, id 1322, seq 26, length 64
20:18:59.976285 IP 45.35.93.146 > 10.8.2.2: ICMP echo reply, id 1322, seq 26, length 64
20:19:00.526066 IP 10.8.2.2 > 45.35.93.146: ICMP echo request, id 1322, seq 27, length 64
20:19:00.979923 IP 45.35.93.146 > 10.8.2.2: ICMP echo reply, id 1322, seq 27, length 64
20:19:01.526703 IP 10.8.2.2 > 45.35.93.146: ICMP echo request, id 1322, seq 28, length 64
20:19:02.000335 IP 45.35.93.146 > 10.8.2.2: ICMP echo reply, id 1322, seq 28, length 64
20:19:02.527087 IP 10.8.2.2 > 45.35.93.146: ICMP echo request, id 1322, seq 29, length 64
20:19:02.990601 IP 45.35.93.146 > 10.8.2.2: ICMP echo reply, id 1322, seq 29, length 64
20:19:03.528368 IP 10.8.2.2 > 45.35.93.146: ICMP echo request, id 1322, seq 30, length 64
20:19:04.068076 IP 45.35.93.146 > 10.8.2.2: ICMP echo reply, id 1322, seq 30, length 64
20:19:04.528767 IP 10.8.2.2 > 45.35.93.146: ICMP echo request, id 1322, seq 31, length 64
20:19:04.975458 IP 45.35.93.146 > 10.8.2.2: ICMP echo reply, id 1322, seq 31, length 64
20:19:05.530243 IP 10.8.2.2 > 45.35.93.146: ICMP echo request, id 1322, seq 32, length 64
20:19:05.971888 IP 45.35.93.146 > 10.8.2.2: ICMP echo reply, id 1322, seq 32, length 64
20:19:06.531676 IP 10.8.2.2 > 45.35.93.146: ICMP echo request, id 1322, seq 33, length 64
20:19:06.973341 IP 45.35.93.146 > 10.8.2.2: ICMP echo reply, id 1322, seq 33, length 64
20:19:07.533142 IP 10.8.2.2 > 45.35.93.146: ICMP echo request, id 1322, seq 34, length 64
20:19:07.986922 IP 45.35.93.146 > 10.8.2.2: ICMP echo reply, id 1322, seq 34, length 64
20:19:08.534705 IP 10.8.2.2 > 45.35.93.146: ICMP echo request, id 1322, seq 35, length 64
20:19:09.563245 IP 10.8.2.2 > 45.35.93.146: ICMP echo request, id 1322, seq 36, length 64
20:19:10.043041 IP 45.35.93.146 > 10.8.2.2: ICMP echo reply, id 1322, seq 36, length 64
20:19:10.563804 IP 10.8.2.2 > 45.35.93.146: ICMP echo request, id 1322, seq 37, length 64
20:19:11.013335 IP 45.35.93.146 > 10.8.2.2: ICMP echo reply, id 1322, seq 37, length 64
20:19:11.564101 IP 10.8.2.2 > 45.35.93.146: ICMP echo request, id 1322, seq 38, length 64
20:19:12.032388 IP 45.35.93.146 > 10.8.2.2: ICMP echo reply, id 1322, seq 38, length 64
20:19:12.564143 IP 10.8.2.2 > 45.35.93.146: ICMP echo request, id 1322, seq 39, length 64
20:19:13.023649 IP 45.35.93.146 > 10.8.2.2: ICMP echo reply, id 1322, seq 39, length 64
20:19:13.564407 IP 10.8.2.2 > 45.35.93.146: ICMP echo request, id 1322, seq 40, length 64
20:19:14.068643 IP 45.35.93.146 > 10.8.2.2: ICMP echo reply, id 1322, seq 40, length 64
20:19:14.564349 IP 10.8.2.2 > 45.35.93.146: ICMP echo request, id 1322, seq 41, length 64
20:19:15.012471 IP 45.35.93.146 > 10.8.2.2: ICMP echo reply, id 1322, seq 41, length 64
20:19:15.564249 IP 10.8.2.2 > 45.35.93.146: ICMP echo request, id 1322, seq 42, length 64
20:19:16.019284 IP 45.35.93.146 > 10.8.2.2: ICMP echo reply, id 1322, seq 42, length 64
20:19:16.564060 IP 10.8.2.2 > 45.35.93.146: ICMP echo request, id 1322, seq 43, length 64
