21:52:23.233046 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 2, length 64
21:52:23.477954 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 2, length 64
21:52:24.234867 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 3, length 64
21:52:24.479884 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 3, length 64
21:52:25.235261 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 4, length 64
21:52:25.480051 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 4, length 64
21:52:26.237055 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 5, length 64
21:52:26.481869 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 5, length 64
21:52:27.238823 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 6, length 64
21:52:28.251258 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 7, length 64
21:52:28.496251 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 7, length 64
21:52:29.252248 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 8, length 64
21:52:29.497270 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 8, length 64
21:52:30.253263 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 9, length 64
21:52:30.498017 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 9, length 64
21:52:31.255002 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 10, length 64
21:52:31.499895 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 10, length 64
21:52:32.255891 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 11, length 64
21:52:32.500792 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 11, length 64
21:52:33.256749 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 12, length 64
21:52:33.501602 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 12, length 64
21:52:34.257589 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 13, length 64
21:52:34.502261 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 13, length 64
21:52:35.259254 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 14, length 64
21:52:35.504218 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 14, length 64
21:52:36.260212 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 15, length 64
21:52:36.505194 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 15, length 64
21:52:37.261197 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 16, length 64
21:52:37.506207 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 16, length 64
21:52:38.262196 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 17, length 64
21:52:38.506990 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 17, length 64
21:52:39.263244 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 18, length 64
21:52:39.508095 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 18, length 64
21:52:40.264069 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 19, length 64
21:52:40.508787 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 19, length 64
21:52:41.265773 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 20, length 64
21:52:41.510605 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 20, length 64
21:52:42.266616 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 21, length 64
21:52:42.511413 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 21, length 64
21:52:43.268409 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 22, length 64
21:52:44.283260 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 23, length 64
21:52:44.528641 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 23, length 64
21:52:45.284646 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 24, length 64
21:52:45.529432 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 24, length 64
21:52:46.286429 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 25, length 64
21:52:47.291250 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 26, length 64
21:52:47.536061 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 26, length 64
21:52:48.293024 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 27, length 64
21:52:48.538062 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 27, length 64
21:52:49.294014 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 28, length 64
21:52:49.539005 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 28, length 64
21:52:50.295021 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 29, length 64
21:52:50.539595 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 29, length 64
21:52:51.296595 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 30, length 64
21:52:51.541427 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 30, length 64
21:52:52.297386 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 31, length 64
21:52:53.307271 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 32, length 64
21:52:53.551934 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 32, length 64
21:52:54.308945 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 33, length 64
21:52:54.553437 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 33, length 64
21:52:55.310442 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 34, length 64
21:52:55.555435 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 34, length 64
21:52:56.311206 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 35, length 64
21:52:56.555951 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 35, length 64
21:52:57.312948 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 36, length 64
21:52:57.559473 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 36, length 64
21:52:58.314484 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 37, length 64
21:52:58.559403 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 37, length 64
21:52:59.315267 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 38, length 64
21:52:59.565658 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 38, length 64
21:53:00.316635 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 39, length 64
21:53:00.561437 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 39, length 64
21:53:01.318448 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 40, length 64
21:53:01.563470 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 40, length 64
21:53:02.319245 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 41, length 64
21:53:02.564048 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 41, length 64
21:53:03.321003 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 42, length 64
21:53:03.565709 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 42, length 64
21:53:04.322667 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 43, length 64
21:53:04.567794 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 43, length 64
21:53:05.323267 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 44, length 64
21:53:06.331217 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 45, length 64
21:53:07.355253 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 46, length 64
21:53:07.600108 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 46, length 64
21:53:08.356075 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 47, length 64
21:53:08.602172 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 47, length 64
21:53:09.357170 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 48, length 64
21:53:09.602014 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 48, length 64
21:53:10.358037 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 49, length 64
21:53:10.606443 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 49, length 64
21:53:11.359409 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 50, length 64
21:53:11.604214 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 50, length 64
21:53:12.361208 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 51, length 64
21:53:13.371263 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 52, length 64
21:53:13.616017 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 52, length 64
21:53:14.373023 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 53, length 64
21:53:14.618025 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 53, length 64
21:53:15.374031 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 54, length 64
21:53:15.618738 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 54, length 64
21:53:16.375737 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 55, length 64
21:53:16.620662 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 55, length 64
21:53:17.376667 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 56, length 64
21:53:17.621254 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 56, length 64
21:53:18.378258 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 57, length 64
21:53:18.623014 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 57, length 64
21:53:19.380037 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 58, length 64
21:53:20.411245 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 59, length 64
21:53:20.656193 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 59, length 64
21:53:21.412193 IP 10.8.3.5 > 185.176.222.47: ICMP echo request, id 1673, seq 60, length 64
21:53:21.656975 IP 185.176.222.47 > 10.8.3.5: ICMP echo reply, id 1673, seq 60, length 64
