22:41:22.156061 IP 10.8.2.12 > 45.228.209.43: ICMP echo request, id 1861, seq 2, length 64
22:41:22.466018 IP 45.228.209.43 > 10.8.2.12: ICMP echo reply, id 1861, seq 2, length 64
22:41:23.156951 IP 10.8.2.12 > 45.228.209.43: ICMP echo request, id 1861, seq 3, length 64
22:41:23.464870 IP 45.228.209.43 > 10.8.2.12: ICMP echo reply, id 1861, seq 3, length 64
22:41:24.157805 IP 10.8.2.12 > 45.228.209.43: ICMP echo request, id 1861, seq 4, length 64
22:41:24.466725 IP 45.228.209.43 > 10.8.2.12: ICMP echo reply, id 1861, seq 4, length 64
22:41:25.158648 IP 10.8.2.12 > 45.228.209.43: ICMP echo request, id 1861, seq 5, length 64
22:41:25.466738 IP 45.228.209.43 > 10.8.2.12: ICMP echo reply, id 1861, seq 5, length 64
22:41:26.159662 IP 10.8.2.12 > 45.228.209.43: ICMP echo request, id 1861, seq 6, length 64
22:41:26.467958 IP 45.228.209.43 > 10.8.2.12: ICMP echo reply, id 1861, seq 6, length 64
22:41:27.160880 IP 10.8.2.12 > 45.228.209.43: ICMP echo request, id 1861, seq 7, length 64
22:41:27.468921 IP 45.228.209.43 > 10.8.2.12: ICMP echo reply, id 1861, seq 7, length 64
22:41:28.161842 IP 10.8.2.12 > 45.228.209.43: ICMP echo request, id 1861, seq 8, length 64
22:41:28.470342 IP 45.228.209.43 > 10.8.2.12: ICMP echo reply, id 1861, seq 8, length 64
22:41:29.163264 IP 10.8.2.12 > 45.228.209.43: ICMP echo request, id 1861, seq 9, length 64
22:41:29.471806 IP 45.228.209.43 > 10.8.2.12: ICMP echo reply, id 1861, seq 9, length 64
22:41:30.164729 IP 10.8.2.12 > 45.228.209.43: ICMP echo request, id 1861, seq 10, length 64
22:41:30.473012 IP 45.228.209.43 > 10.8.2.12: ICMP echo reply, id 1861, seq 10, length 64
22:41:31.165933 IP 10.8.2.12 > 45.228.209.43: ICMP echo request, id 1861, seq 11, length 64
22:41:32.187238 IP 10.8.2.12 > 45.228.209.43: ICMP echo request, id 1861, seq 12, length 64
22:41:32.495620 IP 45.228.209.43 > 10.8.2.12: ICMP echo reply, id 1861, seq 12, length 64
22:41:33.188549 IP 10.8.2.12 > 45.228.209.43: ICMP echo request, id 1861, seq 13, length 64
22:41:33.498845 IP 45.228.209.43 > 10.8.2.12: ICMP echo reply, id 1861, seq 13, length 64
22:41:34.189763 IP 10.8.2.12 > 45.228.209.43: ICMP echo request, id 1861, seq 14, length 64
22:41:34.504484 IP 45.228.209.43 > 10.8.2.12: ICMP echo reply, id 1861, seq 14, length 64
22:41:35.191402 IP 10.8.2.12 > 45.228.209.43: ICMP echo request, id 1861, seq 15, length 64
22:41:35.499634 IP 45.228.209.43 > 10.8.2.12: ICMP echo reply, id 1861, seq 15, length 64
22:41:36.192566 IP 10.8.2.12 > 45.228.209.43: ICMP echo request, id 1861, seq 16, length 64
22:41:36.500923 IP 45.228.209.43 > 10.8.2.12: ICMP echo reply, id 1861, seq 16, length 64
22:41:37.193838 IP 10.8.2.12 > 45.228.209.43: ICMP echo request, id 1861, seq 17, length 64
22:41:37.503131 IP 45.228.209.43 > 10.8.2.12: ICMP echo reply, id 1861, seq 17, length 64
22:41:38.195040 IP 10.8.2.12 > 45.228.209.43: ICMP echo request, id 1861, seq 18, length 64
22:41:38.503735 IP 45.228.209.43 > 10.8.2.12: ICMP echo reply, id 1861, seq 18, length 64
22:41:39.196666 IP 10.8.2.12 > 45.228.209.43: ICMP echo request, id 1861, seq 19, length 64
22:41:39.505403 IP 45.228.209.43 > 10.8.2.12: ICMP echo reply, id 1861, seq 19, length 64
22:41:40.198327 IP 10.8.2.12 > 45.228.209.43: ICMP echo request, id 1861, seq 20, length 64
22:41:40.514343 IP 45.228.209.43 > 10.8.2.12: ICMP echo reply, id 1861, seq 20, length 64
22:41:41.199236 IP 10.8.2.12 > 45.228.209.43: ICMP echo request, id 1861, seq 21, length 64
22:41:41.507672 IP 45.228.209.43 > 10.8.2.12: ICMP echo reply, id 1861, seq 21, length 64
22:41:42.200566 IP 10.8.2.12 > 45.228.209.43: ICMP echo request, id 1861, seq 22, length 64
22:41:42.508822 IP 45.228.209.43 > 10.8.2.12: ICMP echo reply, id 1861, seq 22, length 64
22:41:43.201734 IP 10.8.2.12 > 45.228.209.43: ICMP echo request, id 1861, seq 23, length 64
22:41:43.509791 IP 45.228.209.43 > 10.8.2.12: ICMP echo reply, id 1861, seq 23, length 64
22:41:44.202716 IP 10.8.2.12 > 45.228.209.43: ICMP echo request, id 1861, seq 24, length 64
22:41:44.511799 IP 45.228.209.43 > 10.8.2.12: ICMP echo reply, id 1861, seq 24, length 64
22:41:45.203724 IP 10.8.2.12 > 45.228.209.43: ICMP echo request, id 1861, seq 25, length 64
22:41:45.512283 IP 45.228.209.43 > 10.8.2.12: ICMP echo reply, id 1861, seq 25, length 64
22:41:46.205209 IP 10.8.2.12 > 45.228.209.43: ICMP echo request, id 1861, seq 26, length 64
