18:57:57.174357 IP 10.8.1.6 > 125.212.220.51: ICMP echo request, id 194, seq 2, length 64
18:57:57.735904 IP 125.212.220.51 > 10.8.1.6: ICMP echo reply, id 194, seq 2, length 64
18:57:58.175576 IP 10.8.1.6 > 125.212.220.51: ICMP echo request, id 194, seq 3, length 64
18:57:58.736901 IP 125.212.220.51 > 10.8.1.6: ICMP echo reply, id 194, seq 3, length 64
18:57:59.176589 IP 10.8.1.6 > 125.212.220.51: ICMP echo request, id 194, seq 4, length 64
18:57:59.738543 IP 125.212.220.51 > 10.8.1.6: ICMP echo reply, id 194, seq 4, length 64
18:58:00.177232 IP 10.8.1.6 > 125.212.220.51: ICMP echo request, id 194, seq 5, length 64
18:58:00.739753 IP 125.212.220.51 > 10.8.1.6: ICMP echo reply, id 194, seq 5, length 64
18:58:01.178437 IP 10.8.1.6 > 125.212.220.51: ICMP echo request, id 194, seq 6, length 64
18:58:01.740006 IP 125.212.220.51 > 10.8.1.6: ICMP echo reply, id 194, seq 6, length 64
18:58:02.179712 IP 10.8.1.6 > 125.212.220.51: ICMP echo request, id 194, seq 7, length 64
18:58:03.196199 IP 10.8.1.6 > 125.212.220.51: ICMP echo request, id 194, seq 8, length 64
18:58:03.757804 IP 125.212.220.51 > 10.8.1.6: ICMP echo reply, id 194, seq 8, length 64
18:58:04.197485 IP 10.8.1.6 > 125.212.220.51: ICMP echo request, id 194, seq 9, length 64
18:58:05.212201 IP 10.8.1.6 > 125.212.220.51: ICMP echo request, id 194, seq 10, length 64
18:58:05.773815 IP 125.212.220.51 > 10.8.1.6: ICMP echo reply, id 194, seq 10, length 64
18:58:06.213489 IP 10.8.1.6 > 125.212.220.51: ICMP echo request, id 194, seq 11, length 64
18:58:06.775235 IP 125.212.220.51 > 10.8.1.6: ICMP echo reply, id 194, seq 11, length 64
18:58:07.214915 IP 10.8.1.6 > 125.212.220.51: ICMP echo request, id 194, seq 12, length 64
18:58:07.776857 IP 125.212.220.51 > 10.8.1.6: ICMP echo reply, id 194, seq 12, length 64
18:58:08.215532 IP 10.8.1.6 > 125.212.220.51: ICMP echo request, id 194, seq 13, length 64
18:58:09.244202 IP 10.8.1.6 > 125.212.220.51: ICMP echo request, id 194, seq 14, length 64
18:58:10.268206 IP 10.8.1.6 > 125.212.220.51: ICMP echo request, id 194, seq 15, length 64
18:58:11.292217 IP 10.8.1.6 > 125.212.220.51: ICMP echo request, id 194, seq 16, length 64
18:58:11.853344 IP 125.212.220.51 > 10.8.1.6: ICMP echo reply, id 194, seq 16, length 64
18:58:12.293024 IP 10.8.1.6 > 125.212.220.51: ICMP echo request, id 194, seq 17, length 64
18:58:12.853974 IP 125.212.220.51 > 10.8.1.6: ICMP echo reply, id 194, seq 17, length 64
18:58:13.293648 IP 10.8.1.6 > 125.212.220.51: ICMP echo request, id 194, seq 18, length 64
18:58:13.855173 IP 125.212.220.51 > 10.8.1.6: ICMP echo reply, id 194, seq 18, length 64
18:58:14.294855 IP 10.8.1.6 > 125.212.220.51: ICMP echo request, id 194, seq 19, length 64
18:58:14.856188 IP 125.212.220.51 > 10.8.1.6: ICMP echo reply, id 194, seq 19, length 64
18:58:15.295862 IP 10.8.1.6 > 125.212.220.51: ICMP echo request, id 194, seq 20, length 64
18:58:15.857400 IP 125.212.220.51 > 10.8.1.6: ICMP echo reply, id 194, seq 20, length 64
18:58:16.297083 IP 10.8.1.6 > 125.212.220.51: ICMP echo request, id 194, seq 21, length 64
18:58:16.858804 IP 125.212.220.51 > 10.8.1.6: ICMP echo reply, id 194, seq 21, length 64
18:58:17.298488 IP 10.8.1.6 > 125.212.220.51: ICMP echo request, id 194, seq 22, length 64
18:58:17.860155 IP 125.212.220.51 > 10.8.1.6: ICMP echo reply, id 194, seq 22, length 64
18:58:18.299822 IP 10.8.1.6 > 125.212.220.51: ICMP echo request, id 194, seq 23, length 64
18:58:19.324202 IP 10.8.1.6 > 125.212.220.51: ICMP echo request, id 194, seq 24, length 64
18:58:19.885736 IP 125.212.220.51 > 10.8.1.6: ICMP echo reply, id 194, seq 24, length 64
18:58:20.325417 IP 10.8.1.6 > 125.212.220.51: ICMP echo request, id 194, seq 25, length 64
18:58:21.340197 IP 10.8.1.6 > 125.212.220.51: ICMP echo request, id 194, seq 26, length 64
18:58:21.903697 IP 125.212.220.51 > 10.8.1.6: ICMP echo reply, id 194, seq 26, length 64
18:58:22.341362 IP 10.8.1.6 > 125.212.220.51: ICMP echo request, id 194, seq 27, length 64
18:58:22.902945 IP 125.212.220.51 > 10.8.1.6: ICMP echo reply, id 194, seq 27, length 64
18:58:23.342558 IP 10.8.1.6 > 125.212.220.51: ICMP echo request, id 194, seq 28, length 64
