02:20:05.667013 IP 10.8.0.6 > 103.107.196.131: ICMP echo request, id 2680, seq 2, length 64
02:20:06.165790 IP 103.107.196.131 > 10.8.0.6: ICMP echo reply, id 2680, seq 2, length 64
02:20:06.667533 IP 10.8.0.6 > 103.107.196.131: ICMP echo request, id 2680, seq 3, length 64
02:20:07.165568 IP 103.107.196.131 > 10.8.0.6: ICMP echo reply, id 2680, seq 3, length 64
02:20:07.667307 IP 10.8.0.6 > 103.107.196.131: ICMP echo request, id 2680, seq 4, length 64
02:20:08.165465 IP 103.107.196.131 > 10.8.0.6: ICMP echo reply, id 2680, seq 4, length 64
02:20:08.667200 IP 10.8.0.6 > 103.107.196.131: ICMP echo request, id 2680, seq 5, length 64
02:20:09.165475 IP 103.107.196.131 > 10.8.0.6: ICMP echo reply, id 2680, seq 5, length 64
02:20:09.667213 IP 10.8.0.6 > 103.107.196.131: ICMP echo request, id 2680, seq 6, length 64
02:20:10.165516 IP 103.107.196.131 > 10.8.0.6: ICMP echo reply, id 2680, seq 6, length 64
02:20:10.667266 IP 10.8.0.6 > 103.107.196.131: ICMP echo request, id 2680, seq 7, length 64
02:20:11.165592 IP 103.107.196.131 > 10.8.0.6: ICMP echo reply, id 2680, seq 7, length 64
02:20:11.667328 IP 10.8.0.6 > 103.107.196.131: ICMP echo request, id 2680, seq 8, length 64
02:20:12.165853 IP 103.107.196.131 > 10.8.0.6: ICMP echo reply, id 2680, seq 8, length 64
02:20:12.667207 IP 10.8.0.6 > 103.107.196.131: ICMP echo request, id 2680, seq 9, length 64
02:20:13.167197 IP 103.107.196.131 > 10.8.0.6: ICMP echo reply, id 2680, seq 9, length 64
02:20:13.666942 IP 10.8.0.6 > 103.107.196.131: ICMP echo request, id 2680, seq 10, length 64
02:20:14.165246 IP 103.107.196.131 > 10.8.0.6: ICMP echo reply, id 2680, seq 10, length 64
02:20:14.666975 IP 10.8.0.6 > 103.107.196.131: ICMP echo request, id 2680, seq 11, length 64
