01:09:55.308750 IP 84.247.48.83 > 10.8.2.2: ICMP echo reply, id 2420, seq 1, length 64
01:10:03.328389 IP 10.8.2.2 > 84.247.48.83: ICMP echo request, id 2420, seq 2, length 64
01:10:03.829443 IP 84.247.48.83 > 10.8.2.2: ICMP echo reply, id 2420, seq 2, length 64
01:10:04.329133 IP 10.8.2.2 > 84.247.48.83: ICMP echo request, id 2420, seq 3, length 64
01:10:04.830840 IP 84.247.48.83 > 10.8.2.2: ICMP echo reply, id 2420, seq 3, length 64
01:10:05.330534 IP 10.8.2.2 > 84.247.48.83: ICMP echo request, id 2420, seq 4, length 64
01:10:05.831636 IP 84.247.48.83 > 10.8.2.2: ICMP echo reply, id 2420, seq 4, length 64
01:10:06.331352 IP 10.8.2.2 > 84.247.48.83: ICMP echo request, id 2420, seq 5, length 64
01:10:06.832481 IP 84.247.48.83 > 10.8.2.2: ICMP echo reply, id 2420, seq 5, length 64
01:10:07.332200 IP 10.8.2.2 > 84.247.48.83: ICMP echo request, id 2420, seq 6, length 64
01:10:07.833112 IP 84.247.48.83 > 10.8.2.2: ICMP echo reply, id 2420, seq 6, length 64
01:10:08.332805 IP 10.8.2.2 > 84.247.48.83: ICMP echo request, id 2420, seq 7, length 64
01:10:08.834116 IP 84.247.48.83 > 10.8.2.2: ICMP echo reply, id 2420, seq 7, length 64
01:10:09.333811 IP 10.8.2.2 > 84.247.48.83: ICMP echo request, id 2420, seq 8, length 64
01:10:09.834865 IP 84.247.48.83 > 10.8.2.2: ICMP echo reply, id 2420, seq 8, length 64
01:10:10.334516 IP 10.8.2.2 > 84.247.48.83: ICMP echo request, id 2420, seq 9, length 64
01:10:10.835549 IP 84.247.48.83 > 10.8.2.2: ICMP echo reply, id 2420, seq 9, length 64
01:10:11.335246 IP 10.8.2.2 > 84.247.48.83: ICMP echo request, id 2420, seq 10, length 64
01:10:11.836424 IP 84.247.48.83 > 10.8.2.2: ICMP echo reply, id 2420, seq 10, length 64
01:10:12.336117 IP 10.8.2.2 > 84.247.48.83: ICMP echo request, id 2420, seq 11, length 64
01:10:12.837306 IP 84.247.48.83 > 10.8.2.2: ICMP echo reply, id 2420, seq 11, length 64
01:10:13.337000 IP 10.8.2.2 > 84.247.48.83: ICMP echo request, id 2420, seq 12, length 64
01:10:13.838148 IP 84.247.48.83 > 10.8.2.2: ICMP echo reply, id 2420, seq 12, length 64
01:10:14.337851 IP 10.8.2.2 > 84.247.48.83: ICMP echo request, id 2420, seq 13, length 64
01:10:14.838964 IP 84.247.48.83 > 10.8.2.2: ICMP echo reply, id 2420, seq 13, length 64
01:10:15.338660 IP 10.8.2.2 > 84.247.48.83: ICMP echo request, id 2420, seq 14, length 64
01:10:15.839651 IP 84.247.48.83 > 10.8.2.2: ICMP echo reply, id 2420, seq 14, length 64
01:10:16.339347 IP 10.8.2.2 > 84.247.48.83: ICMP echo request, id 2420, seq 15, length 64
01:10:16.840433 IP 84.247.48.83 > 10.8.2.2: ICMP echo reply, id 2420, seq 15, length 64
01:10:17.340118 IP 10.8.2.2 > 84.247.48.83: ICMP echo request, id 2420, seq 16, length 64
01:10:17.841186 IP 84.247.48.83 > 10.8.2.2: ICMP echo reply, id 2420, seq 16, length 64
01:10:18.340879 IP 10.8.2.2 > 84.247.48.83: ICMP echo request, id 2420, seq 17, length 64
