06:43:02.673221 IP 165.73.240.43 > 10.8.2.5: ICMP echo reply, id 523, seq 1, length 64
06:43:03.460851 IP 10.8.2.5 > 165.73.240.43: ICMP echo request, id 523, seq 2, length 64
06:43:03.930340 IP 165.73.240.43 > 10.8.2.5: ICMP echo reply, id 523, seq 2, length 64
06:43:04.462142 IP 10.8.2.5 > 165.73.240.43: ICMP echo request, id 523, seq 3, length 64
06:43:04.927707 IP 165.73.240.43 > 10.8.2.5: ICMP echo reply, id 523, seq 3, length 64
06:43:05.463485 IP 10.8.2.5 > 165.73.240.43: ICMP echo request, id 523, seq 4, length 64
06:43:05.930544 IP 165.73.240.43 > 10.8.2.5: ICMP echo reply, id 523, seq 4, length 64
06:43:06.464315 IP 10.8.2.5 > 165.73.240.43: ICMP echo request, id 523, seq 5, length 64
06:43:06.932293 IP 165.73.240.43 > 10.8.2.5: ICMP echo reply, id 523, seq 5, length 64
06:43:07.465063 IP 10.8.2.5 > 165.73.240.43: ICMP echo request, id 523, seq 6, length 64
06:43:07.954377 IP 165.73.240.43 > 10.8.2.5: ICMP echo reply, id 523, seq 6, length 64
06:43:08.466152 IP 10.8.2.5 > 165.73.240.43: ICMP echo request, id 523, seq 7, length 64
06:43:08.934655 IP 165.73.240.43 > 10.8.2.5: ICMP echo reply, id 523, seq 7, length 64
06:43:09.467425 IP 10.8.2.5 > 165.73.240.43: ICMP echo request, id 523, seq 8, length 64
06:43:09.932075 IP 165.73.240.43 > 10.8.2.5: ICMP echo reply, id 523, seq 8, length 64
06:43:10.468850 IP 10.8.2.5 > 165.73.240.43: ICMP echo request, id 523, seq 9, length 64
06:43:10.937887 IP 165.73.240.43 > 10.8.2.5: ICMP echo reply, id 523, seq 9, length 64
06:43:11.469665 IP 10.8.2.5 > 165.73.240.43: ICMP echo request, id 523, seq 10, length 64
06:43:12.478200 IP 10.8.2.5 > 165.73.240.43: ICMP echo request, id 523, seq 11, length 64
06:43:12.943934 IP 165.73.240.43 > 10.8.2.5: ICMP echo reply, id 523, seq 11, length 64
06:43:13.479709 IP 10.8.2.5 > 165.73.240.43: ICMP echo request, id 523, seq 12, length 64
06:43:13.948610 IP 165.73.240.43 > 10.8.2.5: ICMP echo reply, id 523, seq 12, length 64
06:43:14.480383 IP 10.8.2.5 > 165.73.240.43: ICMP echo request, id 523, seq 13, length 64
06:43:14.961800 IP 165.73.240.43 > 10.8.2.5: ICMP echo reply, id 523, seq 13, length 64
06:43:15.481559 IP 10.8.2.5 > 165.73.240.43: ICMP echo request, id 523, seq 14, length 64
06:43:15.957210 IP 165.73.240.43 > 10.8.2.5: ICMP echo reply, id 523, seq 14, length 64
06:43:16.482938 IP 10.8.2.5 > 165.73.240.43: ICMP echo request, id 523, seq 15, length 64
06:43:16.956277 IP 165.73.240.43 > 10.8.2.5: ICMP echo reply, id 523, seq 15, length 64
06:43:17.484045 IP 10.8.2.5 > 165.73.240.43: ICMP echo request, id 523, seq 16, length 64
06:43:17.954451 IP 165.73.240.43 > 10.8.2.5: ICMP echo reply, id 523, seq 16, length 64
06:43:18.485226 IP 10.8.2.5 > 165.73.240.43: ICMP echo request, id 523, seq 17, length 64
06:43:18.957765 IP 165.73.240.43 > 10.8.2.5: ICMP echo reply, id 523, seq 17, length 64
06:43:19.486535 IP 10.8.2.5 > 165.73.240.43: ICMP echo request, id 523, seq 18, length 64
06:43:19.959157 IP 165.73.240.43 > 10.8.2.5: ICMP echo reply, id 523, seq 18, length 64
06:43:20.487929 IP 10.8.2.5 > 165.73.240.43: ICMP echo request, id 523, seq 19, length 64
06:43:20.955994 IP 165.73.240.43 > 10.8.2.5: ICMP echo reply, id 523, seq 19, length 64
06:43:21.488767 IP 10.8.2.5 > 165.73.240.43: ICMP echo request, id 523, seq 20, length 64
06:43:21.966277 IP 165.73.240.43 > 10.8.2.5: ICMP echo reply, id 523, seq 20, length 64
06:43:22.490038 IP 10.8.2.5 > 165.73.240.43: ICMP echo request, id 523, seq 21, length 64
06:43:22.973343 IP 165.73.240.43 > 10.8.2.5: ICMP echo reply, id 523, seq 21, length 64
06:43:23.491111 IP 10.8.2.5 > 165.73.240.43: ICMP echo request, id 523, seq 22, length 64
06:43:23.972273 IP 165.73.240.43 > 10.8.2.5: ICMP echo reply, id 523, seq 22, length 64
06:43:24.492036 IP 10.8.2.5 > 165.73.240.43: ICMP echo request, id 523, seq 23, length 64
06:43:24.963502 IP 165.73.240.43 > 10.8.2.5: ICMP echo reply, id 523, seq 23, length 64
06:43:25.493280 IP 10.8.2.5 > 165.73.240.43: ICMP echo request, id 523, seq 24, length 64
06:43:25.973549 IP 165.73.240.43 > 10.8.2.5: ICMP echo reply, id 523, seq 24, length 64
06:43:26.494312 IP 10.8.2.5 > 165.73.240.43: ICMP echo request, id 523, seq 25, length 64
06:43:26.976776 IP 165.73.240.43 > 10.8.2.5: ICMP echo reply, id 523, seq 25, length 64
06:43:27.495535 IP 10.8.2.5 > 165.73.240.43: ICMP echo request, id 523, seq 26, length 64
06:43:27.976397 IP 165.73.240.43 > 10.8.2.5: ICMP echo reply, id 523, seq 26, length 64
06:43:28.496156 IP 10.8.2.5 > 165.73.240.43: ICMP echo request, id 523, seq 27, length 64
06:43:28.967608 IP 165.73.240.43 > 10.8.2.5: ICMP echo reply, id 523, seq 27, length 64
06:43:29.497382 IP 10.8.2.5 > 165.73.240.43: ICMP echo request, id 523, seq 28, length 64
06:43:29.966702 IP 165.73.240.43 > 10.8.2.5: ICMP echo reply, id 523, seq 28, length 64
06:43:30.498473 IP 10.8.2.5 > 165.73.240.43: ICMP echo request, id 523, seq 29, length 64
06:43:30.972803 IP 165.73.240.43 > 10.8.2.5: ICMP echo reply, id 523, seq 29, length 64
06:43:31.499565 IP 10.8.2.5 > 165.73.240.43: ICMP echo request, id 523, seq 30, length 64
06:43:31.978241 IP 165.73.240.43 > 10.8.2.5: ICMP echo reply, id 523, seq 30, length 64
06:43:32.501000 IP 10.8.2.5 > 165.73.240.43: ICMP echo request, id 523, seq 31, length 64
06:43:32.976284 IP 165.73.240.43 > 10.8.2.5: ICMP echo reply, id 523, seq 31, length 64
06:43:33.502036 IP 10.8.2.5 > 165.73.240.43: ICMP echo request, id 523, seq 32, length 64
06:43:33.977090 IP 165.73.240.43 > 10.8.2.5: ICMP echo reply, id 523, seq 32, length 64
06:43:34.502843 IP 10.8.2.5 > 165.73.240.43: ICMP echo request, id 523, seq 33, length 64
06:43:34.971119 IP 165.73.240.43 > 10.8.2.5: ICMP echo reply, id 523, seq 33, length 64
06:43:35.503882 IP 10.8.2.5 > 165.73.240.43: ICMP echo request, id 523, seq 34, length 64
06:43:36.510213 IP 10.8.2.5 > 165.73.240.43: ICMP echo request, id 523, seq 35, length 64
06:43:37.534208 IP 10.8.2.5 > 165.73.240.43: ICMP echo request, id 523, seq 36, length 64
06:43:38.010439 IP 165.73.240.43 > 10.8.2.5: ICMP echo reply, id 523, seq 36, length 64
06:43:38.534194 IP 10.8.2.5 > 165.73.240.43: ICMP echo request, id 523, seq 37, length 64
06:43:38.998806 IP 165.73.240.43 > 10.8.2.5: ICMP echo reply, id 523, seq 37, length 64
06:43:39.535572 IP 10.8.2.5 > 165.73.240.43: ICMP echo request, id 523, seq 38, length 64
06:43:40.032483 IP 165.73.240.43 > 10.8.2.5: ICMP echo reply, id 523, seq 38, length 64
06:43:40.535213 IP 10.8.2.5 > 165.73.240.43: ICMP echo request, id 523, seq 39, length 64
06:43:41.015133 IP 165.73.240.43 > 10.8.2.5: ICMP echo reply, id 523, seq 39, length 64
06:43:41.534882 IP 10.8.2.5 > 165.73.240.43: ICMP echo request, id 523, seq 40, length 64
