20:01:36.765832 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 2, length 64
20:01:37.041501 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 2, length 64
20:01:37.766446 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 3, length 64
20:01:38.042053 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 3, length 64
20:01:38.767049 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 4, length 64
20:01:39.043033 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 4, length 64
20:01:39.766996 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 5, length 64
20:01:40.042407 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 5, length 64
20:01:40.767369 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 6, length 64
20:01:41.043170 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 6, length 64
20:01:41.768145 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 7, length 64
20:01:42.043823 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 7, length 64
20:01:42.768712 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 8, length 64
20:01:43.044508 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 8, length 64
20:01:43.769496 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 9, length 64
20:01:44.045246 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 9, length 64
20:01:44.769641 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 10, length 64
20:01:45.047088 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 10, length 64
20:01:45.770048 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 11, length 64
20:01:46.045626 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 11, length 64
20:01:46.770592 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 12, length 64
20:01:47.046091 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 12, length 64
20:01:47.771056 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 13, length 64
20:01:48.046703 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 13, length 64
20:01:48.771658 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 14, length 64
20:01:49.047545 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 14, length 64
20:01:49.771505 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 15, length 64
20:01:50.047184 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 15, length 64
20:01:50.772156 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 16, length 64
20:01:51.047955 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 16, length 64
20:01:51.771946 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 17, length 64
20:01:52.048176 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 17, length 64
20:01:52.772131 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 18, length 64
20:01:53.047950 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 18, length 64
20:01:53.771938 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 19, length 64
20:01:54.047565 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 19, length 64
20:01:54.772207 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 20, length 64
20:01:55.048010 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 20, length 64
20:01:55.772992 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 21, length 64
20:01:56.062799 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 21, length 64
20:01:56.773768 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 22, length 64
20:01:57.049662 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 22, length 64
20:01:57.773623 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 23, length 64
20:01:58.050298 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 23, length 64
20:01:58.774272 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 24, length 64
20:01:59.049891 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 24, length 64
20:01:59.774873 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 25, length 64
20:02:00.051363 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 25, length 64
20:02:00.775343 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 26, length 64
20:02:01.052157 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 26, length 64
20:02:01.776137 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 27, length 64
20:02:02.052158 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 27, length 64
20:02:02.776129 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 28, length 64
20:02:03.051897 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 28, length 64
20:02:03.776851 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 29, length 64
20:02:04.053008 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 29, length 64
20:02:04.776974 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 30, length 64
20:02:05.053007 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 30, length 64
20:02:05.776964 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 31, length 64
20:02:06.055569 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 31, length 64
20:02:06.777532 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 32, length 64
20:02:07.053238 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 32, length 64
20:02:07.778199 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 33, length 64
20:02:08.054037 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 33, length 64
20:02:08.778002 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 34, length 64
20:02:09.053613 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 34, length 64
20:02:09.778572 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 35, length 64
20:02:10.054063 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 35, length 64
20:02:10.779026 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 36, length 64
20:02:11.061470 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 36, length 64
20:02:11.779421 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 37, length 64
20:02:12.055071 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 37, length 64
20:02:12.779983 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 38, length 64
20:02:13.055521 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 38, length 64
20:02:13.780498 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 39, length 64
20:02:14.057072 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 39, length 64
20:02:14.781029 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 40, length 64
20:02:15.056774 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 40, length 64
20:02:15.781733 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 41, length 64
20:02:16.057528 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 41, length 64
20:02:16.782484 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 42, length 64
20:02:17.058299 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 42, length 64
20:02:17.783260 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 43, length 64
20:02:18.058847 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 43, length 64
20:02:18.783816 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 44, length 64
20:02:19.059349 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 44, length 64
20:02:19.784314 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 45, length 64
20:02:20.060408 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 45, length 64
20:02:20.784206 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 46, length 64
20:02:21.060317 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 46, length 64
20:02:21.784218 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 47, length 64
20:02:22.059817 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 47, length 64
20:02:22.784163 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 48, length 64
20:02:23.065893 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 48, length 64
20:02:23.784213 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 49, length 64
20:02:24.059700 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 49, length 64
20:02:24.784197 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 50, length 64
20:02:25.059731 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 50, length 64
20:02:25.784199 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 51, length 64
20:02:26.059904 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 51, length 64
20:02:26.784227 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 52, length 64
20:02:27.060344 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 52, length 64
20:02:27.784168 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 53, length 64
20:02:28.059754 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 53, length 64
20:02:28.784209 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 54, length 64
20:02:29.078950 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 54, length 64
20:02:29.784227 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 55, length 64
20:02:30.060583 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 55, length 64
20:02:30.784230 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 56, length 64
20:02:31.059763 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 56, length 64
20:02:31.784199 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 57, length 64
20:02:32.059894 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 57, length 64
20:02:32.784195 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 58, length 64
20:02:33.060204 IP 103.4.30.123 > 10.8.0.8: ICMP echo reply, id 432, seq 58, length 64
20:02:33.784179 IP 10.8.0.8 > 103.4.30.123: ICMP echo request, id 432, seq 59, length 64
