09:44:52.461031 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 2, length 64
09:44:52.966275 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 2, length 64
09:44:53.461962 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 3, length 64
09:44:53.967236 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 3, length 64
09:44:54.462971 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 4, length 64
09:44:54.968021 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 4, length 64
09:44:55.463742 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 5, length 64
09:44:55.968964 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 5, length 64
09:44:56.464685 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 6, length 64
09:44:56.969758 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 6, length 64
09:44:57.465484 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 7, length 64
09:44:57.970581 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 7, length 64
09:44:58.466312 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 8, length 64
09:44:58.971811 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 8, length 64
09:44:59.467532 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 9, length 64
09:44:59.972827 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 9, length 64
09:45:00.468537 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 10, length 64
09:45:00.973815 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 10, length 64
09:45:01.469542 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 11, length 64
09:45:01.974867 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 11, length 64
09:45:02.470588 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 12, length 64
09:45:02.975879 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 12, length 64
09:45:03.471595 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 13, length 64
09:45:03.976694 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 13, length 64
09:45:04.472416 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 14, length 64
09:45:04.977858 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 14, length 64
09:45:05.473579 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 15, length 64
09:45:05.978919 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 15, length 64
09:45:06.474613 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 16, length 64
09:45:06.979860 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 16, length 64
09:45:07.475589 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 17, length 64
09:45:07.980711 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 17, length 64
09:45:08.476435 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 18, length 64
09:45:08.981686 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 18, length 64
09:45:09.477381 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 19, length 64
09:45:09.986410 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 19, length 64
09:45:10.478136 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 20, length 64
09:45:10.986277 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 20, length 64
09:45:11.478976 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 21, length 64
09:45:11.986789 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 21, length 64
09:45:12.480489 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 22, length 64
09:45:12.987560 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 22, length 64
09:45:13.481259 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 23, length 64
09:45:13.987183 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 23, length 64
09:45:14.481905 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 24, length 64
09:45:14.987410 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 24, length 64
09:45:15.483131 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 25, length 64
09:45:15.988613 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 25, length 64
09:45:16.484333 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 26, length 64
09:45:16.992185 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 26, length 64
09:45:17.484904 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 27, length 64
09:45:17.990242 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 27, length 64
09:45:18.485963 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 28, length 64
09:45:18.991310 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 28, length 64
09:45:19.487030 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 29, length 64
09:45:19.992865 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 29, length 64
09:45:20.488585 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 30, length 64
09:45:20.994228 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 30, length 64
09:45:21.489949 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 31, length 64
09:45:21.995215 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 31, length 64
09:45:22.490935 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 32, length 64
09:45:22.996346 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 32, length 64
09:45:23.492068 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 33, length 64
09:45:23.997611 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 33, length 64
09:45:24.493337 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 34, length 64
09:45:24.998516 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 34, length 64
09:45:25.494247 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 35, length 64
09:45:25.999544 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 35, length 64
09:45:26.495267 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 36, length 64
09:45:27.000630 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 36, length 64
09:45:27.495344 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 37, length 64
09:45:28.000539 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 37, length 64
09:45:28.495260 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 38, length 64
09:45:29.012939 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 38, length 64
09:45:29.495648 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 39, length 64
09:45:30.000982 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 39, length 64
09:45:30.495708 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 40, length 64
09:45:31.000771 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 40, length 64
09:45:31.495490 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 41, length 64
09:45:32.000558 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 41, length 64
09:45:32.495277 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 42, length 64
09:45:33.006148 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 42, length 64
09:45:33.494864 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 43, length 64
09:45:34.000163 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 43, length 64
09:45:34.494887 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 44, length 64
09:45:35.000243 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 44, length 64
09:45:35.494974 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 45, length 64
09:45:36.001920 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 45, length 64
09:45:36.494643 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 46, length 64
09:45:37.000118 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 46, length 64
09:45:37.494850 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 47, length 64
09:45:38.000464 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 47, length 64
09:45:38.495196 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 48, length 64
09:45:39.000292 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 48, length 64
09:45:39.495016 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 49, length 64
09:45:40.000286 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 49, length 64
09:45:40.495017 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 50, length 64
09:45:41.000300 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 50, length 64
09:45:41.495022 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 51, length 64
09:45:42.000477 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 51, length 64
09:45:42.495208 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 52, length 64
09:45:43.000418 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 52, length 64
09:45:43.495148 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 53, length 64
09:45:44.000518 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 53, length 64
09:45:44.495259 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 54, length 64
09:45:45.000562 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 54, length 64
09:45:45.495301 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 55, length 64
09:45:46.000534 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 55, length 64
09:45:46.495264 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 56, length 64
09:45:47.000550 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 56, length 64
09:45:47.495295 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 57, length 64
09:45:48.000578 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 57, length 64
09:45:48.495321 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 58, length 64
09:45:49.000578 IP 103.1.212.91 > 10.8.0.4: ICMP echo reply, id 1198, seq 58, length 64
09:45:49.495311 IP 10.8.0.4 > 103.1.212.91: ICMP echo request, id 1198, seq 59, length 64
