17:05:45.184790 IP 185.153.151.42 > 10.8.3.11: ICMP echo reply, id 606, seq 1, length 64
17:05:46.059028 IP 10.8.3.11 > 185.153.151.42: ICMP echo request, id 606, seq 2, length 64
17:05:46.356302 IP 185.153.151.42 > 10.8.3.11: ICMP echo reply, id 606, seq 2, length 64
17:05:47.060263 IP 10.8.3.11 > 185.153.151.42: ICMP echo request, id 606, seq 3, length 64
17:05:47.359295 IP 185.153.151.42 > 10.8.3.11: ICMP echo reply, id 606, seq 3, length 64
17:05:48.061150 IP 10.8.3.11 > 185.153.151.42: ICMP echo request, id 606, seq 4, length 64
17:05:48.358034 IP 185.153.151.42 > 10.8.3.11: ICMP echo reply, id 606, seq 4, length 64
17:05:49.062923 IP 10.8.3.11 > 185.153.151.42: ICMP echo request, id 606, seq 5, length 64
17:05:49.361361 IP 185.153.151.42 > 10.8.3.11: ICMP echo reply, id 606, seq 5, length 64
17:05:50.064306 IP 10.8.3.11 > 185.153.151.42: ICMP echo request, id 606, seq 6, length 64
17:05:50.361547 IP 185.153.151.42 > 10.8.3.11: ICMP echo reply, id 606, seq 6, length 64
17:05:51.065471 IP 10.8.3.11 > 185.153.151.42: ICMP echo request, id 606, seq 7, length 64
17:05:51.362582 IP 185.153.151.42 > 10.8.3.11: ICMP echo reply, id 606, seq 7, length 64
17:05:52.066509 IP 10.8.3.11 > 185.153.151.42: ICMP echo request, id 606, seq 8, length 64
17:05:52.363493 IP 185.153.151.42 > 10.8.3.11: ICMP echo reply, id 606, seq 8, length 64
17:05:53.067432 IP 10.8.3.11 > 185.153.151.42: ICMP echo request, id 606, seq 9, length 64
17:05:53.364703 IP 185.153.151.42 > 10.8.3.11: ICMP echo reply, id 606, seq 9, length 64
17:05:54.068626 IP 10.8.3.11 > 185.153.151.42: ICMP echo request, id 606, seq 10, length 64
17:05:54.365882 IP 185.153.151.42 > 10.8.3.11: ICMP echo reply, id 606, seq 10, length 64
17:05:55.069827 IP 10.8.3.11 > 185.153.151.42: ICMP echo request, id 606, seq 11, length 64
17:05:55.367077 IP 185.153.151.42 > 10.8.3.11: ICMP echo reply, id 606, seq 11, length 64
17:05:56.070976 IP 10.8.3.11 > 185.153.151.42: ICMP echo request, id 606, seq 12, length 64
17:05:56.371259 IP 185.153.151.42 > 10.8.3.11: ICMP echo reply, id 606, seq 12, length 64
17:05:57.072145 IP 10.8.3.11 > 185.153.151.42: ICMP echo request, id 606, seq 13, length 64
17:05:57.369991 IP 185.153.151.42 > 10.8.3.11: ICMP echo reply, id 606, seq 13, length 64
17:05:58.072953 IP 10.8.3.11 > 185.153.151.42: ICMP echo request, id 606, seq 14, length 64
17:05:58.370449 IP 185.153.151.42 > 10.8.3.11: ICMP echo reply, id 606, seq 14, length 64
17:05:59.074297 IP 10.8.3.11 > 185.153.151.42: ICMP echo request, id 606, seq 15, length 64
17:05:59.372332 IP 185.153.151.42 > 10.8.3.11: ICMP echo reply, id 606, seq 15, length 64
17:06:00.075240 IP 10.8.3.11 > 185.153.151.42: ICMP echo request, id 606, seq 16, length 64
