	Ashburn_VA3		Ashburn_VA5		Atlanta_GA		Austria_Vienna2		Brazil_Fortaleza1		Brazil_Rio_de_Janeiro		Canada_Toronto		Chicago_IL2		Chicago_IL3		Czech_Republic_Prague		Denmark_Copenhagen		Finland_Helsinki		France_Marseille		France_Marseille2		France_Paris10		Germany_Berlin		Germany_Düsseldorf1		Germany_Frankfurt2		Germany_Frankfurt5		Hong_Kong		Houston_TX		India_Bangalore1		India_Chennai		India_Hyderabad1		India_Mumbai		Italy_Milan2		Japan_Tokyo1		Japan_Tokyo3		Japan_Tokyo5		Los_Angeles_CA		Mexico_Queretaro1		Mexico_Queretaro2		Miami_FL5		Netherlands_Amsterdam2		Netherlands_Amsterdam3		New_York_NY		Norway_Oslo		Phoenix_AZ		Poland_Warsaw		Portland_OR		Salt_Lake_City_UT		San_Francisco_CA		San_Jose_CA5		Singapore		South_Korea_Seoul1		South_Korea_Seoul3		Sweden_Stockholm		Sydney1		Sydney2		Taiwan_Taipei1		Taiwan_Taipei3		Thailand_Bangkok		UK_London3		UK_London4		Brazil_Sao_Paulo		Canada_Quebec		Dallas_TX		Denver_Co		Seattle_WA		Spain_Madrid	
Buenos_Aires	9994.869	Frankfurt	10160.477	Seoul	10748.597	San_Jose	12805.613	Tbilisi	17751.973	Tbilisi	19487.437	Tbilisi	11633.914	Athens	10836.688	Riga	11610.753	Vancouver	12056.509	San_Francisco	12615.525	San_Francisco	13246.438	Vancouver	12290.952	Vancouver	12313.594	San_Jose	11459.474	Kuala_Lumpur	13228.797	Vancouver	11984.409	Vancouver	12287.099	San_Francisco	12254.215	Phoenix	20663.494	Frankfurt	11691.223	Charlotte	22288.06	Vancouver	19899.775	Ukraine	20797.971	Charlotte	19677.235	Jakarta	12775.679	Frankfurt	20007.472	Budapest	20164.605	Ljubljana	20273.618	Milan	13390.052	Tallinn	13848.536	Skopje	13840.998	Zagreb	12541.705	San_Jose	12174.501	San_Francisco	12059.987	Ljubljana	9706.12	San_Francisco	12809.443	Ljubljana	13073.279	San_Jose	13420.578	Bangkok	14357.936	Milan	12986.683	Prague	13889.234	Hanoi	14059.296	Salt_Lake_City	17422.891	Chisinau	24434.665	Dallas	24758.901	San_Francisco	13243.482	Brazil	24710.901	Brazil	24739.126	Frankfurt	21296.067	Zagreb	21754.309	Manassas	21910.968	San_Francisco	11248.069	San_Francisco	11649.905	Taipei	20327.023	Ljubljana	10939.627	Tokyo	11990.937	Santiago	12841.748	Tbilisi	13391.309	Phoenix	12638.85	
Tbilisi	10764.128	Tbilisi	10660.118	Zagreb	10769.666	Vancouver	13001.911	Marseille	18480.913	London	19621.412	Riga	12556.722	Milan	11119.623	Zagreb	11712.11	San_Francisco	12687.476	Vancouver	12728.126	Vancouver	13513.592	San_Francisco	12680.242	Hanoi	12736.268	Kuala_Lumpur	11604.448	San_Francisco	13413.208	Kuala_Lumpur	12463.985	San_Francisco	12676.82	Vancouver	12256.99	Dublin	20814.029	Ljubljana	11805.039	Riga	22355.423	Miami	19924.414	Vancouver	21066.855	Manassas	20065.556	Vancouver	12801.43	Milan	20152.044	Riga	20227.147	Bucharest	20482.638	Frankfurt	13908.436	Tokyo	14021.98	Tallinn	14007.138	Taipei	12712.491	San_Francisco	12422.464	Kuala_Lumpur	12323.843	Tbilisi	10490.679	Vancouver	13407.29	Sydney	13176.516	Kuala_Lumpur	13592.734	London	14402.258	London	13171.343	Ljubljana	14273.025	Istanbul	14394.272	Istanbul	17467.551	Dallas	24758.213	Istanbul	25326.046	Vancouver	13361.124	Buenos_Aires	24784.291	Belgrade	25082.273	Buenos_Aires	21348.468	Toronto	21779.92	Phoenix	22144.89	San_Jose	11967.266	San_Jose	12178.13	Brussels	21831.149	Brussels	11582.208	Riga	12105.011	Tokyo	13084.603	Zagreb	13786.098	Hanoi	12761.182	
Budapest	11332.182	Seoul	11380.201	Taipei	11617.896	San_Francisco	13549.954	Bratislava	18502.617	Zagreb	21099.547	Budapest	12638.343	Tbilisi	12074.895	Tbilisi	11803.573	Hanoi	13180.03	Kuala_Lumpur	13189.782	Kuala_Lumpur	13889.887	San_Jose	12899.009	San_Francisco	13100.436	San_Francisco	12410.018	Hanoi	14401.479	San_Jose	13040.696	Kuala_Lumpur	13187.36	San_Jose	12882.048	Buffalo	21208.966	Tokyo	12203.351	Buffalo	22550.581	Buffalo	20092.86	Phoenix	21337.355	New_York	20091.829	San_Jose	13243.487	Budapest	20183.282	Phoenix	20300.935	Bratislava	20654.106	Hanoi	14130.125	Ljubljana	14098.687	Tokyo	14195.813	Budapest	12860.846	Kuala_Lumpur	12467.359	San_Jose	12395.364	Budapest	11342.801	Kuala_Lumpur	13767.825	Frankfurt	13213.543	San_Francisco	13688.722	Prague	14523.682	Riga	13360.304	Milan	14374.497	Prague	14405.212	Charlotte	17561.919	Istanbul	25619.699	Phoenix	25541.357	Kuala_Lumpur	13884.783	Berlin	25031.918	New_York	25538.831	Istanbul	21415.072	Brussels	21845.644	Madrid	22163.298	Kuala_Lumpur	12139.842	Kuala_Lumpur	12205.674	Bratislava	22744.951	Taipei	13330.254	Ljubljana	13407.762	Brussels	14509.209	Riga	13971.108	Vancouver	12944.424	
Seoul	11882.125	Budapest	12029.925	Budapest	11995.319	Hong_Kong	14361.86	Zagreb	18581.421	Istanbul	22391.116	Taipei	13551.525	Taipei	12157.628	Tokyo	12655.3	Kuala_Lumpur	13406.31	Hanoi	13583.003	Brazil	15081.62	Hanoi	12914.655	San_Jose	13244.894	Jakarta	13060.028	Brazil	14595.932	Brazil	14124.423	Jakarta	13678.726	Los_Angeles	13720.861	Budapest	21294.799	Zagreb	12493.825	Manassas	23014.409	Dallas	20156.734	New_York	21497.697	Vancouver	20092.468	Hanoi	13348.736	San_Francisco	20458.41	Manassas	20500.909	Frankfurt	20822.85	Riga	14171.598	Budapest	14353.093	Budapest	14390.698	Tbilisi	13119.914	Brazil	13498.408	Brazil	13728.471	Seoul	11630.708	Hanoi	13998.647	London	13220.692	Hanoi	13889.807	Frankfurt	14906.907	Zagreb	13588.453	London	14891.922	Buenos_Aires	14487.963	Buffalo	17988.212	Manassas	25799.033	Manassas	25778.432	Hanoi	14998.5	Belgrade	25074.617	Frankfurt	25596.407	Brussels	21568.923	Bratislava	22340.256	Buffalo	22232.127	Brazil	13076.094	Los_Angeles	13228.797	Seoul	23470.334	Tokyo	13914.296	Brussels	14478.726	Seoul	15092.099	Bangkok	14081.043	San_Jose	13340.217	
Taipei	12996.265	Taipei	13382.648	Tbilisi	12168.416	Hanoi	14385.605	Madrid	19948.127	Bratislava	22422.159	Ukraine	13648.637	Budapest	12627.786	Budapest	12666.89	Brazil	13648.188	Brazil	14239.521	Los_Angeles	15172.949	Jakarta	13014.334	Hong_Kong	13569.484	Brazil	13406.077	Jakarta	14692.366	Hanoi	14545.84	Brazil	13835.447	Brazil	13869.73	San_Francisco	21299.419	Budapest	12795.757	Istanbul	23056.873	New_York	20160.254	San_Francisco	21508.038	Seattle	20174.324	San_Francisco	13505.928	Brisbane	20987.218	Prague	20560.972	Budapest	21130.264	London	14187.705	Belgrade	14736.348	Belgrade	14611.92	Tokyo	14006.315	Los_Angeles	13923.095	Jakarta	13932.033	Ukraine	13095.379	Los_Angeles	15214.689	Milan	13679.683	Brazil	15048.469	Kuala_Lumpur	15202.377	Ljubljana	13794.68	Hanoi	15009.676	Ljubljana	14489.265	Dallas	18256.177	Budapest	25855.807	Budapest	26119.663	Brazil	15240.454	Brussels	25206.438	Prague	25658.176	Prague	21710.011	Tel_Aviv	22457.622	Istanbul	22317.863	Los_Angeles	13134.93	Brazil	13552.329	Sofia	23494.215	Sofia	14137.972	Adelaide	15362.772	Ljubljana	15283.568	Seoul	14982.972	Brazil	13617.433	
Istanbul	13613.037	Istanbul	13578.649	Tokyo	13975.165	Buenos_Aires	14706.103	Mumbai	20730.611	Budapest	23045.405	Tokyo	13856.739	Tokyo	13222.184	Taipei	12907.863	Los_Angeles	14154.429	Los_Angeles	14366.854	Buenos_Aires	15344.985	Brazil	14145.26	Jakarta	13956.949	Hanoi	13682.234	Los_Angeles	15409.966	Los_Angeles	14582.217	Los_Angeles	14038.321	Hanoi	13894.434	Zagreb	21699.658	Tbilisi	13935.127	Madrid	23349.545	Tokyo	20553.271	Seattle	21523.364	San_Francisco	20396.493	Brazil	14309.485	Brussels	21040.87	Bucharest	20931.485	Santiago	21470.79	Ljubljana	14466.558	Tbilisi	14884.131	Tbilisi	15104.841	Istanbul	15221.73	Hanoi	14131.192	Buenos_Aires	14459.489	Taipei	13253.545	Brazil	15311.416	Hanoi	13802.037	Buenos_Aires	15200.631	Zagreb	15749.576	Tbilisi	14550.388	Mumbai	15117.277	Frankfurt	14701.122	Phoenix	18450.936	Bratislava	26269.204	Bratislava	26747.772	Los_Angeles	15571.832	Prague	25653.606	Ljubljana	25671.277	Manassas	21894.503	Tbilisi	22545.696	Toronto	22422.419	Buenos_Aires	13626.423	Buenos_Aires	13887.027	Istanbul	24033.877	Ukraine	14455.911	Sofia	15415.217	Kuala_Lumpur	15583.615	Hong_Kong	15149.5	Jakarta	14477.966	
Tokyo	14860.087	Tokyo	13799.72	Istanbul	14479.92	Brazil	14724.677	Hanoi	22804.34	Mumbai	23132.043	Istanbul	14645.54	Hong_Kong	14451.544	Istanbul	14666.412	Buenos_Aires	14327.454	Buenos_Aires	14823.653	Hanoi	15363.461	Buenos_Aires	14494.525	Brazil	14287.451	Buenos_Aires	13819.122	Ljubljana	15614.241	Buenos_Aires	14820.93	Buenos_Aires	14106.405	Buenos_Aires	16365.301	Denver	22280.9	Hong_Kong	15041.752	Lisbon	23729.876	Denver	20721.616	Manassas	21963.753	Salt_Lake_City	20901.607	Hong_Kong	14789.723	Bratislava	21127.779	Bratislava	21316.361	Belgrade	21561.083	Zagreb	14676.148	Sydney	16643.611	Hong_Kong	16454.686	Mumbai	16058.079	Taipei	16194.821	Hanoi	14468.036	Istanbul	13846.232	Buenos_Aires	15600.141	Zagreb	14293.029	Taipei	15812.138	Milan	15780.294	Budapest	15043.653	Frankfurt	15292.088	Milan	14959.595	Miami	18628.907	Santiago	26772.229	San_Francisco	26852.241	Buenos_Aires	15742.266	Frankfurt	25718.74	Riga	25832.135	Buffalo	22076.99	Prague	22709.576	Denver	22709.183	Hanoi	13917.284	Hanoi	14189.421	Tokyo	25670.084	Istanbul	14887.692	Seoul	15488.776	Adelaide	15844.689	Melbourne	15333.496	Hong_Kong	14873.064	
Ukraine	15482.301	Ukraine	14265.174	Mumbai	15204.289	Jakarta	15018.188	Tokyo	23335.862	Tokyo	23469.057	Hong_Kong	14958.251	Istanbul	14729.03	Hong_Kong	14725.813	Jakarta	14600.812	Jakarta	15200.056	Jakarta	15816.684	Taipei	14615.53	Buenos_Aires	14400.621	Los_Angeles	14173.928	Taipei	15919.107	Jakarta	14925.971	Hanoi	14185.363	Taipei	16650.842	Tbilisi	22307.382	Sydney	15099.448	Zagreb	24562.939	Salt_Lake_City	20938.696	Tokyo	22269.229	Ukraine	21002.447	Buenos_Aires	14814.802	Belgrade	21359.759	Brisbane	21397.466	Brisbane	21670.913	Auckland	14778.784	Hong_Kong	16813.981	Sydney	16647.947	Madrid	16073.978	Seoul	16526.575	Los_Angeles	14480.61	Tokyo	14549.746	Taipei	16234.595	Budapest	14608.266	Jakarta	16269.573	Mumbai	15910.545	Bangkok	15839.325	Tbilisi	15428.388	London	15062.647	Denver	19318.597	Denver	27193.114	Los_Angeles	26872.84	Jakarta	15838.124	New_York	25758.984	San_Jose	26284.109	Tbilisi	22120.265	London	22883.692	Budapest	22948.396	Taipei	15034.947	Santiago	15251.661	Hanoi	26034.606	Hanoi	17294.758	Melbourne	15619.684	Istanbul	16413.296	Adelaide	15436.312	Kuala_Lumpur	15167.255	
Mumbai	15643.463	Mumbai	16006.532	Hong_Kong	15809.961	Los_Angeles	15360.877	Istanbul	23363.961	Hong_Kong	25419.889	Mumbai	15628.691	Mumbai	15140.214	Ukraine	14806.498	Santiago	16054.942	Taipei	15745.077	Bangkok	16687.981	Hong_Kong	14694.419	Los_Angeles	14948.179	Hong_Kong	14376.473	Bangkok	17015.299	Taipei	15261.9	Santiago	15678.702	Perth	16868.264	Belgrade	22515.205	Istanbul	15332.49	London	24936.461	Ukraine	21515.392	Salt_Lake_City	22755.216	Tokyo	21306.52	Taipei	15048.624	Prague	21412.94	Toronto	21521.548	Prague	21683.657	Mumbai	14921.001	Hanoi	17314.832	Hanoi	17313.337	Hong_Kong	17345.498	Bangkok	16964.383	Santiago	15840.995	Mumbai	15513.693	Jakarta	16538.277	Tbilisi	15050.782	Los_Angeles	16761.917	Tbilisi	15938.905	Kuala_Lumpur	15890.716	Auckland	15623.341	Mumbai	15068.099	Bratislava	19595.568	Phoenix	27243.397	Santiago	26963.48	Taipei	16855.727	Riga	25830.106	Brussels	26672.882	Toronto	22683.77	Adelaide	22940.471	Bratislava	23035.777	Santiago	15342.021	Taipei	15509.204	Ukraine	27085.378	Kuala_Lumpur	17543.007	Istanbul	15888.527	Sofia	16450.416	Ljubljana	15593.402	Buenos_Aires	15946.602	
Hanoi	17466.526	Hong_Kong	16642.563	Ukraine	16019.213	Singapore	16490.173	Ukraine	24439.426	Hanoi	25590.559	Seoul	16217.442	Ukraine	16048.396	Mumbai	15376.007	Taipei	16583.978	Santiago	16881.987	Taipei	16762.435	Los_Angeles	14748.688	Taipei	15460.311	Taipei	14733.136	Seoul	17592.444	Santiago	16336.766	Taipei	16146.06	Bangkok	16877.262	Toronto	22702.467	Mumbai	15670.825	Brazil	25273.676	Manassas	21519.63	Atlanta	22947.459	Atlanta	21672.296	Los_Angeles	15231.346	Toronto	21517.494	Santiago	21543.861	San_Jose	22337.09	Tbilisi	15160.44	Mumbai	18002.822	Mumbai	17922.604	Ukraine	17574.493	Perth	17218.439	Taipei	16589.594	Hong_Kong	16182.264	Bangkok	17110.593	Jakarta	15575.629	Bangkok	16970.186	Budapest	16219.011	Mumbai	15935.975	Bangkok	15650.29	Auckland	15605.902	New_York	19607.405	Tbilisi	27465.141	Brazil	27480.307	Bangkok	16914.284	Tallinn	26540.193	Tallinn	26807.405	Lisbon	22826.041	Brazil	23016.452	Brazil	24033.827	Hong_Kong	15483.906	Seoul	16473.527	Kuala_Lumpur	27098.874	Seoul	17603.842	Hanoi	16054.659	Bangkok	16673.025	Hanoi	16464.039	Taipei	15995.221	
Hong_Kong	17618.161	Sydney	17484.707	Sydney	16428.978	Taipei	16515.132	Hong_Kong	24928.197	Ukraine	27005.052	Bangkok	18611.842	Sydney	16567.189	Sydney	16928.523	Singapore	16691.012	Bangkok	17186.273	Santiago	17568.084	Santiago	15926.801	Santiago	15690.94	Seoul	16723.368	Perth	18060.713	Bangkok	16815.803	Seoul	16903.003	Seoul	16942.107	Brazil	22802.765	Hanoi	15903.179	Tbilisi	25327.426	Phoenix	21879.113	Brazil	22958.803	Miami	22039.656	Singapore	15394.508	Santiago	21527.141	Brussels	21747.606	Toronto	22430.444	Perth	15233.802	Jakarta	18899.244	Jakarta	18978.05	Hanoi	18223.213	Santiago	17786.371	Seoul	16816.126	Hanoi	18551.799	Santiago	17702.059	Mumbai	15852.391	Seoul	18234.596	Hanoi	16809.709	Hanoi	15956.283	Budapest	15730.528	Zagreb	15722.896	San_Francisco	19700.164	Brazil	27738.462	Toronto	27586.151	Santiago	17836.461	San_Jose	26625.921	Tel_Aviv	27316.92	Adelaide	22827.358	Buffalo	23281.572	Tbilisi	24142.088	Seoul	16651.283	Perth	17161.635	Bangkok	27601.519	Bangkok	18525.456	Kuala_Lumpur	17307.621	Hanoi	16878.972	Brussels	17058.026	Santiago	16837.162	
Sydney	17708.283	Hanoi	18702.354	Hanoi	16964.962	Bangkok	17053.629	Kuala_Lumpur	26231.464	Bangkok	28206.056	Hanoi	18855.257	Bangkok	17434.397	Hanoi	18052.798	Seoul	16773.445	Seoul	17943.591	Perth	18484.273	Singapore	16066.734	Bangkok	17361.986	Perth	17033.062	Santiago	18583.248	Seoul	17066.694	Perth	16922.942	Santiago	17365.449	Tel_Aviv	23468.528	Ukraine	16396.777	New_York	25675.854	Kuala_Lumpur	22113.366	Buenos_Aires	23454.468	Dallas	22503.677	Bangkok	17129.227	San_Jose	22085.267	San_Jose	22082.083	Tbilisi	22430.61	Kuala_Lumpur	15264.489	Istanbul	19117.59	Kuala_Lumpur	19223.673	Kuala_Lumpur	19661.054	Buenos_Aires	17916.668	Perth	17065.801	Bangkok	19269.583	Seoul	18380.099	Auckland	15856.206	Perth	18442.096	Auckland	16948.946	Jakarta	16276.775	Zagreb	15732.81	Tbilisi	15741.96	Budapest	20456.82	Tel_Aviv	28057.018	Tbilisi	27705.656	Seoul	18066.116	Zagreb	26990.142	Santiago	27485.15	Brazil	22914.002	Buenos_Aires	23420.299	Zagreb	24200.777	Perth	17123.37	Bangkok	17578.482	Jakarta	29218.759	Hong_Kong	18932.901	Jakarta	17432.88	Melbourne	17207.797	Jakarta	17456.969	Perth	16927.534	
Kuala_Lumpur	19376.618	Kuala_Lumpur	19106.455	Bangkok	18908.349	Santiago	17151.431	Brisbane	30297.657	Kuala_Lumpur	28508.252	Kuala_Lumpur	19169.0	Hanoi	18458.761	Bangkok	18819.266	Perth	16902.193	Perth	18077.89	Seoul	18538.879	Seoul	17090.459	Seoul	17406.564	Bangkok	18638.485	Hong_Kong	20861.936	Perth	17256.195	Singapore	17643.207	Hong_Kong	20032.626	Ukraine	23642.081	Auckland	18021.455	Buenos_Aires	26489.605	Buenos_Aires	22578.134	Dallas	23733.838	Los_Angeles	22843.246	Santiago	17416.748	Tbilisi	22422.174	Tbilisi	22387.48	Melbourne	22526.429	Budapest	15402.582	Kuala_Lumpur	19226.614	Ukraine	19288.119	Jakarta	19825.386	Tokyo	19772.9	Bangkok	17304.369	Kuala_Lumpur	19286.045	Perth	18823.649	Perth	16114.852	Santiago	18999.474	Perth	17027.79	Auckland	17008.295	Perth	15982.112	Jakarta	15856.087	Ukraine	21167.111	Buffalo	28116.642	Buffalo	27722.589	Perth	18563.271	Bratislava	27554.637	Bratislava	28019.44	Phoenix	23043.242	Ukraine	23816.873	New_York	24226.301	Bangkok	17334.853	Singapore	18159.152	Hong_Kong	29438.056	Perth	20653.096	Bangkok	17600.875	Ukraine	17555.239	Sofia	17840.508	Los_Angeles	17860.193	
Perth	20578.01	Bangkok	19391.357	Kuala_Lumpur	19104.466	Perth	17441.571	Bangkok	30426.914	Perth	32023.664	Perth	20813.047	Kuala_Lumpur	18521.146	Perth	19838.799	Bangkok	18313.047	Hong_Kong	20211.029	Hong_Kong	21443.794	Bangkok	17320.469	Singapore	17413.354	Santiago	19608.161	Sydney	23280.694	Hong_Kong	20174.819	Bangkok	18291.389	Jakarta	21318.488	London	23903.536	Perth	18123.724	Atlanta	27041.518	Atlanta	22829.698	Miami	23770.723	Brazil	23015.32	Perth	17879.673	Zagreb	22680.873	Melbourne	22671.187	Zagreb	22685.467	Jakarta	15843.753	Perth	19394.49	Istanbul	19390.29	Bangkok	19999.654	Hong_Kong	19897.659	Singapore	17830.575	Jakarta	20437.296	Hong_Kong	21669.247	Bangkok	17359.535	Hong_Kong	20522.392	Jakarta	17296.21	Istanbul	17537.846	Jakarta	16220.402	Bangkok	15875.448	Toronto	22902.348	Toronto	28788.084	Buenos_Aires	27917.046	Hong_Kong	22147.049	Tel_Aviv	27621.916	Zagreb	28129.828	Tel_Aviv	23352.901	Denver	23932.273	Buenos_Aires	24707.843	Singapore	19175.216	Jakarta	19270.181	Perth	31579.61	Jakarta	21181.073	Perth	17855.013	Jakarta	17742.973	Perth	17999.742	Bangkok	18150.41	
Auckland	21006.115	Jakarta	20291.851	Perth	19666.858	Seoul	17890.24	Perth	31077.987	Brisbane	33027.651	Jakarta	20857.569	Auckland	19420.282	Kuala_Lumpur	19907.687	Hong_Kong	20142.382	Tokyo	22194.665	Tokyo	23479.351	Perth	17876.101	Perth	17940.048	Tokyo	21749.787	Tokyo	23285.377	Sydney	22243.935	Hong_Kong	19576.421	Tokyo	22190.01	Adelaide	24088.157	Bangkok	18598.847	Los_Angeles	27124.163	Brazil	23007.665	San_Jose	24429.437	Buenos_Aires	23284.674	Seoul	17944.561	Melbourne	22989.583	Zagreb	22819.273	London	22959.286	Bangkok	15901.111	Auckland	19476.451	Perth	19463.879	Auckland	21512.695	Jakarta	20320.493	Hong_Kong	19792.962	Auckland	20755.715	Tokyo	22791.625	Istanbul	18055.417	Tokyo	22731.204	Sydney	18110.81	Perth	17653.224	Kuala_Lumpur	16322.734	Kuala_Lumpur	15948.244	San_Jose	23064.486	Ukraine	29883.257	Tel_Aviv	28947.917	Sydney	23739.679	Santiago	27977.364	Budapest	28245.751	Denver	23499.668	Brisbane	24429.538	Ukraine	25282.501	Tokyo	19838.244	Tokyo	19325.157	Brisbane	33318.041	Adelaide	21874.987	Ukraine	18106.09	Perth	17894.044	Singapore	18252.789	Adelaide	19901.969	
Jakarta	21140.015	Perth	20516.7	Jakarta	20001.376	Tokyo	21490.2	Adelaide	31125.174	Jakarta	33652.702	Auckland	20907.94	Perth	19502.4	Auckland	20184.97	Sydney	22064.081	Sydney	23327.487	Sydney	23834.168	Tokyo	20514.96	Tokyo	21009.965	Sydney	22138.425	Singapore	27022.439	Tokyo	22529.89	Tokyo	22112.85	Sydney	22225.688	Santiago	24450.471	Jakarta	18811.497	Ukraine	27142.539	San_Jose	23405.113	Los_Angeles	24760.649	San_Jose	23724.853	Tokyo	21570.493	Brazil	23460.268	London	22947.225	Brussels	23276.597	Istanbul	18445.834	Bangkok	19487.06	Bangkok	19494.252	Perth	21869.355	Sydney	22378.984	Tokyo	20170.694	Perth	21401.066	Sydney	24006.254	Ukraine	18631.57	Sydney	23428.299	Singapore	19271.113	Sydney	18912.702	Istanbul	18516.369	Perth	15993.507	Manassas	23118.242	Brisbane	30634.248	Ukraine	29924.072	Tokyo	23792.645	Budapest	28302.907	Atlanta	28336.988	London	23816.136	Istanbul	25463.436	San_Jose	26308.847	Jakarta	20830.004	Hong_Kong	19705.446	Singapore	34466.855	Singapore	22761.113	Auckland	18219.057	Hong_Kong	18345.343	Auckland	18435.544	Brisbane	20064.355	
Bangkok	21356.817	Auckland	20831.442	Auckland	20946.092	Sydney	22559.199	Jakarta	31227.994	Singapore	33710.318	Sydney	22080.341	Jakarta	19701.299	Jakarta	21658.3	Tokyo	22497.576	Singapore	26390.437	Singapore	27058.142	Sydney	22962.178	Sydney	23068.5	Singapore	24502.062	Adelaide	27395.089	Singapore	25129.354	Sydney	22199.491	Adelaide	25604.393	Buenos_Aires	24683.825	Kuala_Lumpur	19601.624	Adelaide	27159.182	Los_Angeles	26562.924	Kuala_Lumpur	24815.684	Kuala_Lumpur	24655.818	Sydney	22902.467	Buenos_Aires	23522.56	Los_Angeles	23344.128	Brazil	23460.002	Adelaide	18869.434	Ukraine	19926.417	Auckland	19710.665	Sydney	23372.202	Singapore	23191.993	Sydney	22161.641	Sydney	22691.357	Adelaide	27430.755	Singapore	19372.286	Auckland	27029.87	Brisbane	19966.853	Ukraine	19371.955	Singapore	19200.179	Budapest	16159.918	Brazil	23118.968	San_Jose	30962.154	Adelaide	30123.465	Auckland	27575.758	Atlanta	28337.884	Buenos_Aires	28593.13	Brisbane	24346.233	San_Jose	25652.109	London	26787.419	Sydney	22219.726	Sydney	22148.904	Mumbai	35779.7	Melbourne	22872.175	Hong_Kong	18336.992	Auckland	20274.57	Istanbul	18507.172	Seoul	20700.081	
Brisbane	24612.855	Adelaide	23890.889	Singapore	22671.715	Adelaide	25843.951	Sydney	32788.4	Adelaide	35150.439	Singapore	22991.249	Singapore	23286.384	Singapore	22654.194	Adelaide	26373.253	Adelaide	26704.609	Adelaide	27481.282	Adelaide	25105.321	Auckland	24584.739	Adelaide	26351.259	Brisbane	28074.55	Auckland	25764.287	Adelaide	26559.906	Auckland	25654.743	Brisbane	24753.893	Singapore	21718.296	San_Jose	27704.462	Adelaide	26688.219	Adelaide	26616.462	Adelaide	25457.992	Adelaide	24684.716	London	23845.269	Brazil	23598.865	Atlanta	23939.319	Singapore	19446.423	Adelaide	22727.493	Adelaide	22725.625	Singapore	23857.814	Auckland	25809.472	Auckland	25454.828	Singapore	23507.476	Singapore	27470.37	Kuala_Lumpur	19634.67	Singapore	27655.854	Adelaide	20011.77	Singapore	20726.347	Adelaide	19929.143	Singapore	19239.744	Buenos_Aires	23438.188	London	31000.489	London	31005.501	Singapore	27633.905	Tbilisi	30244.157	Tbilisi	29698.138	San_Jose	25666.552	Melbourne	27334.852	Atlanta	27482.4	Auckland	25644.53	Auckland	25587.398	Adelaide	36911.498	Brisbane	24055.216	Singapore	20990.584	Brisbane	21644.321	Brisbane	19935.868	Melbourne	21245.736	
Adelaide	24621.196	Singapore	24046.877	Brisbane	24046.822	Auckland	26299.481	Singapore	33818.179	Auckland	37223.42	Brisbane	24311.954	Brisbane	23419.135	Brisbane	23425.802	Brisbane	27131.372	Auckland	28984.22	Auckland	27573.735	Auckland	25452.323	Adelaide	25036.027	Auckland	26840.745	Auckland	28766.385	Adelaide	26474.222	Auckland	27887.241	Singapore	26208.816	Atlanta	26210.323	Brisbane	22749.481	Tel_Aviv	28414.211	Brisbane	26886.635	Brisbane	28231.198	Brisbane	26934.876	Auckland	25728.928	Atlanta	23931.256	Istanbul	24634.378	Istanbul	24016.283	Brisbane	20071.337	Singapore	23597.628	Brisbane	24012.151	Brisbane	24686.119	Adelaide	26188.299	Adelaide	25845.564	Brisbane	24599.128	Auckland	29409.678	Adelaide	20997.09	Adelaide	30502.375	Ukraine	20036.928	Brisbane	20961.411	Brisbane	20151.582	Ukraine	19686.642	London	23777.234	Melbourne	33156.584	San_Jose	31372.995	Adelaide	27856.116	London	33726.983	London	33255.41	Ukraine	25714.918	Atlanta	27543.521	Los_Angeles	27890.379	Adelaide	25741.028	Adelaide	25814.229	Melbourne	37601.087	Auckland	26054.38	Brisbane	22310.288	Singapore	22642.701	Ukraine	21312.119	Tokyo	23208.306	
Singapore	25298.823	Brisbane	24442.324	Adelaide	24202.543	Brisbane	28796.211	Melbourne	33885.594	Sydney	37961.355	Adelaide	24635.292	Adelaide	23566.921	Adelaide	23672.391	Auckland	27900.44	Brisbane	29306.707	Brisbane	29099.23	Brisbane	29114.996	Brisbane	26750.068	Brisbane	27164.16	Melbourne	30967.215	Brisbane	27375.324	Brisbane	28275.203	Brisbane	27475.886	Melbourne	26506.698	Adelaide	22829.651	Santiago	28684.664	Santiago	29041.551	Santiago	31127.448	Melbourne	29046.851	Brisbane	26984.765	Istanbul	24714.269	Atlanta	25175.46	Buenos_Aires	26057.597	Ukraine	20197.681	Brisbane	24014.348	Singapore	24717.973	Adelaide	24911.875	Brisbane	28022.622	Brisbane	27854.758	Adelaide	24778.212	Brisbane	29822.38	Brisbane	21029.419	Brisbane	30914.99	Istanbul	20121.304	Adelaide	21009.743	Ukraine	21095.309	Brisbane	20038.156	Atlanta	25188.6	Los_Angeles	34460.833	Atlanta	32345.241	Brisbane	29202.066	Istanbul	33866.132	Istanbul	34236.797	Atlanta	26755.627	Santiago	27577.289	Santiago	28193.873	Brisbane	27498.555	Brisbane	27428.586	Auckland	42640.782	Mumbai	28738.084	Mumbai	29914.679	Mumbai	29964.979	Sydney	30861.222	Auckland	26076.636	
