15|14|15|21|1|1|13|17|17|30|28|19|14|13|15|33|18|29|23|2|21|1|2|2|2|15|2|2|2|11|15|1|10|30|27|12|31|17|30|8|10|9|7|4|2|2|19|2|2|5|4|2|21|18|1|13|16|18|8|21
15|14|15|41|1|1|13|17|17|41|38|40|40|40|42|41|41|41|40|2|21|1|2|2|2|40|2|2|2|11|15|1|10|42|42|12|38|17|39|8|10|9|7|4|2|2|40|2|2|5|4|2|40|40|1|13|16|18|8|38
15|14|15|3|1|1|13|17|17|8|3|10|7|6|4|7|6|6|10|2|21|1|2|2|2|4|2|2|2|11|15|1|10|1|1|12|8|17|2|8|10|9|7|4|2|2|11|2|2|5|4|2|6|7|1|13|16|18|8|1
15|14|15|41|1|1|13|17|17|41|38|40|40|40|42|41|41|41|40|2|21|1|2|2|2|40|2|2|2|11|15|1|10|42|42|12|38|17|39|8|10|9|7|4|2|2|40|1|1|5|4|2|40|40|1|13|16|18|8|38
15|14|15|41|1|1|13|17|17|41|38|40|40|40|42|41|41|41|40|2|21|1|2|2|2|40|2|2|2|11|15|1|10|42|42|12|38|17|39|8|10|9|7|4|2|2|40|2|2|5|4|2|40|40|1|13|16|18|8|38
15|14|15|41|1|1|13|17|17|41|38|40|40|40|42|41|41|41|40|2|21|1|2|2|2|40|2|2|2|11|15|1|10|42|42|12|38|17|39|8|10|9|7|4|2|2|40|2|2|5|4|2|40|40|1|13|16|18|8|38
15|14|15|41|1|1|13|17|17|41|38|40|40|40|42|41|41|41|40|2|21|1|2|2|2|40|2|2|2|11|15|1|10|42|42|12|38|17|39|8|10|9|7|4|2|2|40|2|2|5|4|2|40|40|1|13|16|18|8|38
15|14|15|41|1|1|13|17|17|41|38|40|40|40|42|41|41|41|40|2|21|1|2|2|2|40|2|2|2|11|15|1|10|42|42|12|38|17|39|8|10|9|7|4|2|2|40|2|2|5|4|2|40|40|1|13|16|18|8|38
15|14|15|6|1|1|13|17|17|16|16|19|7|13|15|12|14|20|19|2|21|1|2|2|2|4|2|2|2|11|15|1|10|17|18|12|18|17|11|8|10|9|7|4|2|2|19|2|2|5|4|2|14|13|1|13|16|18|8|1
15|14|15|13|1|1|13|17|17|3|16|10|14|13|8|7|3|6|2|2|21|1|2|2|2|15|2|2|2|11|15|1|10|1|1|12|8|17|24|8|10|9|7|4|2|2|11|2|2|5|4|2|1|3|1|13|16|18|8|1
15|14|15|21|1|1|13|17|17|30|21|19|14|13|22|22|18|29|29|2|21|1|2|2|2|15|2|2|2|11|15|1|10|21|24|12|26|17|24|8|10|9|7|4|2|2|19|2|2|5|4|2|25|24|1|13|16|18|8|21
15|14|15|41|1|1|13|17|17|41|38|40|40|40|42|41|41|41|40|2|21|1|2|2|2|40|2|2|2|11|15|1|10|42|42|12|38|17|39|8|10|9|7|4|2|2|40|2|2|5|4|2|40|40|1|13|16|18|8|38
5|3|5|41|1|1|1|5|5|41|38|40|40|40|42|41|41|41|40|2|8|1|2|2|2|40|2|2|2|11|1|1|2|42|42|4|38|3|39|8|10|9|7|4|2|2|40|2|2|5|4|2|40|40|1|1|5|7|8|38
5|3|5|41|1|1|5|9|9|41|38|40|40|40|42|41|41|41|40|2|13|1|2|2|2|40|2|2|2|11|15|1|10|42|42|6|38|17|39|8|10|9|7|4|2|2|40|2|2|5|4|2|40|40|1|5|11|11|8|38
15|14|15|41|1|1|13|17|17|41|38|40|40|40|42|41|41|41|40|2|21|1|2|2|2|40|2|2|2|3|15|1|10|42|42|12|38|17|39|1|7|4|3|4|2|2|40|2|2|5|4|2|40|40|1|13|16|18|1|38
15|14|15|6|1|1|13|17|17|3|8|19|1|1|1|17|11|3|2|2|21|1|2|2|2|4|2|2|2|11|15|1|10|12|6|12|8|17|11|8|10|9|7|4|2|2|19|2|2|5|4|2|1|1|1|13|16|18|8|1
15|14|15|41|1|1|13|17|17|41|38|40|40|40|42|41|41|41|40|2|21|1|2|2|2|40|2|2|2|11|15|1|10|42|42|12|38|17|39|8|10|9|7|4|2|2|40|2|2|5|4|2|40|40|1|13|16|18|8|38
11|14|15|41|1|1|13|17|17|41|38|40|40|40|42|41|41|41|40|2|14|1|2|2|2|40|2|2|2|11|15|1|10|42|42|12|38|17|39|8|10|9|7|4|2|2|40|2|2|5|4|2|40|40|1|13|16|18|8|38
15|14|15|37|1|1|13|17|17|38|38|34|35|37|37|37|38|38|38|2|21|1|2|2|2|37|2|2|2|11|15|1|10|38|38|12|38|17|36|8|10|9|7|4|2|2|34|2|2|5|4|2|37|37|1|13|16|18|8|38
15|14|15|6|1|1|13|17|17|3|3|1|1|1|4|1|6|6|2|2|21|1|2|2|2|4|2|2|2|11|15|1|10|7|6|12|8|17|2|8|10|9|7|4|2|2|1|2|2|5|4|2|6|7|1|13|16|18|8|1
15|14|15|6|1|1|13|17|17|1|8|1|1|6|8|1|3|1|2|2|21|1|2|2|2|11|2|2|2|11|15|1|10|1|1|12|8|17|2|8|10|9|7|4|2|2|1|2|2|5|4|2|1|3|1|13|16|18|8|1
15|14|15|12|1|1|13|17|17|3|1|1|1|1|4|1|1|3|1|2|21|1|2|2|2|15|2|2|2|11|15|1|10|1|6|12|8|17|2|8|10|9|7|4|2|2|1|2|2|5|4|2|6|13|1|13|16|18|8|1
15|14|15|13|1|1|13|17|17|16|1|1|26|26|15|1|11|17|15|2|21|1|2|2|2|24|2|2|2|11|15|1|10|7|12|12|3|17|19|8|10|9|7|4|2|2|1|2|2|5|4|2|14|18|1|13|16|18|8|1
15|14|15|31|1|1|13|17|17|20|21|19|35|30|33|25|30|20|23|2|21|1|2|2|2|32|2|2|2|11|15|1|10|21|24|12|3|17|11|8|10|9|7|4|2|2|19|2|2|5|4|2|32|30|1|13|16|18|8|30
15|14|15|36|1|1|13|17|17|34|36|34|26|26|36|34|36|34|36|2|21|1|2|2|2|35|2|2|2|11|15|1|10|35|36|12|31|17|36|8|10|9|7|4|2|2|34|2|2|5|4|2|36|36|1|13|16|18|8|1
15|14|15|31|1|1|13|17|17|26|21|10|35|37|33|25|30|25|29|2|21|1|2|2|2|35|2|2|2|11|15|1|10|27|33|12|3|17|19|8|10|9|7|4|2|2|11|2|2|5|4|2|35|34|1|13|16|18|8|30
15|14|15|21|1|1|13|17|17|8|28|30|7|6|3|17|14|6|2|2|21|1|2|2|2|15|2|2|2|11|15|1|10|12|6|12|18|17|24|8|10|9|7|4|2|2|31|2|2|5|4|2|6|7|1|13|16|18|8|1
15|14|15|21|1|1|13|17|17|26|21|30|1|1|8|25|30|25|15|2|21|1|2|2|2|11|2|2|2|11|15|1|10|30|19|12|26|17|34|8|10|9|7|4|2|2|30|2|2|5|4|2|21|24|1|13|16|18|8|1
15|14|15|39|1|1|13|17|17|38|38|40|40|40|39|37|38|38|40|2|21|1|2|2|2|40|2|2|2|11|15|1|10|38|38|12|38|17|39|8|10|9|7|4|2|2|40|2|2|5|4|2|40|40|1|13|16|18|8|38
15|14|15|33|1|1|13|17|17|34|34|34|26|26|26|34|34|35|35|2|21|1|2|2|2|27|2|2|2|11|15|1|10|35|35|12|36|17|30|8|10|9|7|4|2|2|34|2|2|5|4|2|25|30|1|13|16|18|8|30
15|14|15|41|1|1|13|17|17|41|38|40|40|40|42|41|41|41|40|1|21|1|2|2|2|40|2|2|2|11|15|1|10|42|42|12|38|17|39|8|10|9|7|4|2|2|40|2|2|1|1|2|40|40|1|13|16|18|8|38
15|14|15|3|1|1|13|17|17|11|8|19|7|6|8|7|11|12|14|2|21|1|2|2|2|1|2|2|2|11|15|1|10|12|12|12|18|17|2|8|10|9|7|4|2|2|19|2|2|5|4|2|14|13|1|13|16|18|8|1
15|14|15|6|1|1|13|17|17|14|8|10|7|6|22|1|6|12|15|2|21|1|2|2|2|4|2|2|2|11|15|1|10|7|16|12|18|17|2|8|10|9|7|4|2|2|11|2|2|5|4|2|12|13|1|13|16|18|8|1
15|14|15|41|1|1|13|17|17|41|38|40|40|40|42|41|41|41|40|2|21|1|2|2|2|40|2|2|2|11|15|1|10|42|42|12|38|17|39|8|10|9|7|1|2|2|40|2|2|5|4|2|40|40|1|13|16|18|8|38
15|14|15|33|1|1|13|17|17|30|28|34|31|30|26|25|33|29|23|2|21|1|2|2|2|24|2|2|2|11|15|1|10|30|27|12|31|17|30|8|10|9|7|4|2|2|34|2|2|5|4|2|25|34|1|13|16|18|8|30
15|14|15|37|1|1|13|17|17|38|38|38|39|39|39|37|38|38|38|2|21|1|2|2|2|37|2|2|2|11|15|1|10|38|38|12|38|17|39|8|10|9|7|4|2|2|38|2|2|5|4|2|38|39|1|13|16|18|8|38
15|14|15|41|1|1|13|17|17|41|38|40|40|40|42|41|41|41|40|2|21|1|1|1|1|40|2|2|2|11|15|1|10|42|42|12|38|17|39|8|10|9|7|4|2|2|40|2|2|5|4|2|40|40|1|13|16|18|8|38
15|14|15|41|1|1|13|17|17|41|38|40|40|40|39|41|41|41|40|2|21|1|2|2|2|40|2|2|2|11|15|1|10|38|38|12|38|17|39|8|10|9|7|4|2|2|40|2|2|5|4|2|40|40|1|13|16|18|8|38
15|14|15|13|1|1|13|17|17|3|16|19|1|1|1|25|14|3|2|2|21|1|2|2|2|1|2|2|2|11|15|1|10|21|16|12|18|17|11|8|10|9|7|4|2|2|19|2|2|5|4|2|6|1|1|13|16|18|8|1
15|14|15|41|1|1|13|17|17|41|38|40|40|40|42|41|41|41|40|2|21|1|2|2|2|40|1|1|1|11|15|1|10|42|42|12|38|17|39|8|10|9|7|4|2|2|40|2|2|5|4|2|40|40|1|13|16|18|8|38
