49|48|45|26|39|43|48|47|44|32|37|33|25|27|30|32|34|29|30|27|48|30|15|17|14|24|32|34|38|43|39|39|46|34|33|47|35|49|31|42|50|35|34|23|49|49|32|57|60|30|41|25|33|34|34|38|43|57|43|18
61|56|47|66|14|2|57|56|55|67|67|66|67|68|67|81|67|67|67|77|52|73|73|72|75|68|77|48|80|49|40|42|38|72|66|55|67|39|66|45|47|49|64|78|55|74|67|62|77|62|72|74|66|66|3|58|47|53|60|69
32|32|33|8|27|24|31|27|30|22|16|18|18|19|17|14|18|20|16|15|33|11|13|9|8|19|28|31|25|32|28|27|31|20|22|32|20|33|19|29|28|29|29|17|20|24|16|22|25|35|31|16|18|19|22|26|30|25|29|13
72|71|71|77|78|80|77|71|71|76|76|76|77|77|76|74|75|77|76|12|68|15|16|38|40|77|22|21|16|47|67|68|77|76|77|77|76|62|76|75|76|55|53|11|22|21|75|1|1|15|14|12|77|77|81|81|81|81|80|81
81|81|81|81|80|81|81|81|81|81|81|81|81|81|81|80|81|81|81|80|81|81|81|81|80|81|75|74|73|81|81|81|81|81|81|81|81|81|81|81|81|81|81|44|79|81|81|6|6|50|78|81|81|81|79|77|68|72|67|78
78|80|79|80|73|75|79|79|79|79|80|80|80|80|80|78|80|80|80|78|79|51|79|79|79|80|65|68|68|79|80|79|79|80|80|79|80|80|80|77|79|79|80|49|76|56|80|5|5|77|75|53|80|80|75|78|79|78|78|76
74|76|75|74|75|74|74|76|74|73|73|72|75|75|72|71|73|72|69|10|74|9|7|10|11|74|13|11|12|71|74|75|76|70|72|76|73|73|72|73|75|73|76|8|11|11|73|3|3|11|11|9|72|71|74|73|74|75|74|72
79|78|80|78|76|78|80|80|80|78|78|78|78|79|78|77|79|78|77|75|80|77|78|78|78|78|48|56|47|77|78|78|80|79|79|80|77|79|79|78|80|78|59|26|48|77|79|4|4|71|69|34|79|79|78|75|65|67|68|75
45|47|39|9|47|39|42|45|49|29|34|25|33|25|24|19|26|32|31|26|49|25|33|27|35|32|33|35|30|40|36|37|42|31|29|39|28|53|30|41|45|47|43|24|26|28|24|13|15|27|34|23|28|29|45|51|40|46|47|20
40|39|44|13|53|55|37|39|36|2|4|10|10|10|3|7|1|4|4|49|43|26|46|20|19|8|66|71|76|55|48|47|51|1|1|37|5|50|12|55|42|51|45|53|56|60|11|65|69|64|63|50|1|1|62|62|64|63|71|36
36|33|32|3|42|41|35|32|39|3|6|8|9|8|8|2|4|2|2|29|34|18|18|12|13|7|49|44|43|38|32|34|30|4|4|36|11|41|6|48|51|38|47|34|38|39|8|46|41|49|48|37|7|6|65|65|66|69|73|8
44|45|31|67|1|1|51|51|48|65|65|64|66|67|65|64|64|65|65|71|30|70|75|71|74|66|76|78|77|39|30|29|23|64|64|49|66|35|65|35|35|40|33|77|71|70|65|61|61|72|70|70|64|65|1|56|50|49|55|65
7|9|12|51|16|21|2|5|4|51|48|49|51|51|51|49|50|51|49|70|15|58|55|53|52|51|70|69|71|19|12|12|14|51|50|6|48|19|51|14|16|14|17|74|74|71|49|52|51|69|62|66|51|51|17|1|13|13|17|52
4|4|10|42|25|8|3|3|3|47|43|42|46|47|47|41|44|47|46|44|12|45|51|50|54|44|40|41|42|16|6|5|9|45|45|3|46|17|42|15|14|15|14|57|51|53|43|31|33|44|42|48|49|48|7|4|15|17|16|44
20|21|20|62|28|28|17|17|17|61|62|62|61|61|60|59|61|61|62|14|18|35|61|62|64|62|12|10|11|6|16|16|21|60|60|20|62|9|60|2|2|5|4|51|13|14|62|11|11|12|12|32|60|60|39|19|18|10|1|63
